gene,logfoldchange,pval_adj,score
ENSG00000237460,1.6305481,1.0,0.09425659
ENSG00000288070,1.6138605,1.0,0.01971753
ENSG00000275226,1.6048397,1.0,0.01971753
ENSG00000203740,1.596144,1.0,0.039429683
ENSG00000160183,1.5960956,1.0,0.14908618
ENSG00000184022,1.5845052,1.0,0.019714842
ENSG00000184991,1.5798361,1.0,0.01971753
ENSG00000287894,1.576022,1.0,0.054816157
ENSG00000266088,1.5703454,1.0,0.05050929
ENSG00000224048,1.56482,1.0,0.01971753
ENSG00000237870,1.5596281,1.0,0.01971753
ENSG00000285649,1.5547851,1.0,0.039426997
ENSG00000285090,1.5543638,1.0,0.19962235
ENSG00000267815,1.5498954,1.0,0.015383785
ENSG00000248050,1.5260876,1.0,0.015383785
ENSG00000133115,1.5144562,1.0,0.059141837
ENSG00000269068,1.5021403,1.0,0.035099972
ENSG00000234169,1.495712,1.0,0.05481078
ENSG00000260070,1.4914278,1.0,0.18414316
ENSG00000260973,1.4830526,1.0,0.01971753
ENSG00000250538,1.4586987,1.0,0.039424308
ENSG00000287331,1.4029505,1.0,0.019714842
ENSG00000230250,1.4026482,1.0,0.015381098
ENSG00000259676,1.3772594,1.0,0.035091907
ENSG00000111537,1.3657023,1.0,0.050487787
ENSG00000197353,1.3619802,1.0,0.015381098
ENSG00000236437,1.3618039,1.0,0.019714842
ENSG00000280515,1.3554461,1.0,0.015381098
ENSG00000213231,1.3448938,1.0,0.06586754
ENSG00000258497,1.3437442,1.0,0.019714842
ENSG00000165863,1.3343563,1.0,0.07451084
ENSG00000178804,1.3321102,1.0,0.030764882
ENSG00000203857,1.3297514,1.0,0.030770257
ENSG00000276473,1.3187125,1.0,0.015381098
ENSG00000233651,1.3162432,1.0,0.035094596
ENSG00000111536,1.3128135,1.0,0.12926383
ENSG00000228048,1.3121618,1.0,0.015381098
ENSG00000225730,1.3113885,1.0,0.019714842
ENSG00000274654,1.3109928,1.0,0.019714842
ENSG00000134595,1.3042505,1.0,0.019714842
ENSG00000235518,1.2998849,1.0,0.030764882
ENSG00000254878,1.2978026,1.0,0.015381098
ENSG00000250821,1.2730039,1.0,0.015383785
ENSG00000287112,1.2685019,1.0,0.015383785
ENSG00000229740,1.2673984,1.0,0.05480272
ENSG00000287233,1.2644204,1.0,0.019714842
ENSG00000239739,1.2616663,1.0,0.019714842
ENSG00000259555,1.2494013,1.0,0.035094596
ENSG00000231814,1.2385976,1.0,0.03076757
ENSG00000286321,1.2365185,1.0,0.29844382
ENSG00000224057,1.2263622,1.0,0.015383785
ENSG00000235495,1.221408,1.0,0.08553804
ENSG00000282390,1.2166153,1.0,0.011047353
ENSG00000275793,1.2142068,1.0,0.015381098
ENSG00000250958,1.2097524,1.0,0.026435168
ENSG00000249332,1.2071954,1.0,0.3906901
ENSG00000273796,1.19827,1.0,0.011047353
ENSG00000259862,1.1946522,1.0,0.019714842
ENSG00000253811,1.1896133,1.0,0.019714842
ENSG00000250348,1.184918,1.0,0.06152439
ENSG00000258489,1.1835963,1.0,0.015381098
ENSG00000259985,1.1754405,1.0,0.061543204
ENSG00000261572,1.1718694,1.0,0.015381098
ENSG00000259203,1.1694703,1.0,0.011047353
ENSG00000261334,1.1685559,1.0,0.015381098
ENSG00000260711,1.143059,1.0,0.23075677
ENSG00000265697,1.1423999,1.0,0.01537841
ENSG00000271148,1.1356747,1.0,0.015381098
ENSG00000131721,1.1337032,1.0,0.015381098
ENSG00000249395,1.133142,1.0,0.26145178
ENSG00000188389,1.1328813,1.0,0.20680225
ENSG00000286378,1.1310323,1.0,0.035094596
ENSG00000285595,1.1152339,1.0,0.022100082
ENSG00000237402,1.1139504,1.0,0.01537841
ENSG00000203883,1.1081526,1.0,0.046132542
ENSG00000258793,1.1073514,1.0,0.019714842
ENSG00000117560,1.1073269,1.0,0.15805738
ENSG00000224610,1.0913155,1.0,0.030759508
ENSG00000236481,1.0788618,1.0,0.01537841
ENSG00000263609,1.0785011,1.0,0.015381098
ENSG00000117215,1.0704829,1.0,0.026432483
ENSG00000166589,1.0670893,1.0,0.015381098
ENSG00000260633,1.0619324,1.0,0.011047353
ENSG00000157111,1.0459191,1.0,0.03747849
ENSG00000224192,1.0456045,1.0,0.114421606
ENSG00000286435,1.0286248,1.0,0.01537841
ENSG00000156466,1.015461,1.0,0.057183925
ENSG00000107984,1.0114042,1.0,0.06824069
ENSG00000229565,1.004605,1.0,0.03075682
ENSG00000226917,0.99224544,1.0,0.03747849
ENSG00000248912,0.98157316,1.0,0.01537841
ENSG00000287230,0.98133904,1.0,0.026427107
ENSG00000167332,0.9773706,1.0,0.015375722
ENSG00000285831,0.9734591,1.0,0.026427107
ENSG00000183542,0.96436256,1.0,0.24229193
ENSG00000164484,0.9641386,1.0,0.45535627
ENSG00000287771,0.96144634,1.0,0.06392575
ENSG00000260832,0.94076586,1.0,0.23529612
ENSG00000176083,0.9371191,1.0,0.09466645
ENSG00000259002,0.93689376,1.0,0.01537841
ENSG00000206177,0.9340589,1.0,0.024501447
ENSG00000227705,0.9322782,1.0,0.011044665
ENSG00000269729,0.9316023,1.0,0.055290516
ENSG00000250905,0.92588186,1.0,0.011047353
ENSG00000236520,0.9023648,1.0,0.037473116
ENSG00000267670,0.8945119,1.0,0.01537841
ENSG00000269210,0.8800569,1.0,0.094604634
ENSG00000205693,0.8749139,1.0,0.10754137
ENSG00000255839,0.8660828,1.0,0.011044665
ENSG00000262094,0.8603744,1.0,0.011044665
ENSG00000127928,0.8492688,1.0,0.25384858
ENSG00000258115,0.84761846,1.0,0.01537841
ENSG00000257500,0.8311982,1.0,0.006710921
ENSG00000260992,0.8294777,1.0,0.07062458
ENSG00000185897,0.8260629,1.0,0.022086643
ENSG00000257023,0.8138252,1.0,0.044200163
ENSG00000235168,0.812352,1.0,0.011041977
ENSG00000113088,0.8086479,1.0,0.13443342
ENSG00000130383,0.8044067,1.0,0.011041977
ENSG00000261889,0.80366033,1.0,0.11664827
ENSG00000224935,0.7711284,1.0,0.030746069
ENSG00000278052,0.76555985,1.0,0.03745968
ENSG00000181433,0.76481307,1.0,0.21442427
ENSG00000167286,0.7639425,1.0,0.16162919
ENSG00000196431,0.7602974,1.0,0.022081267
ENSG00000288064,0.75967073,1.0,0.15220514
ENSG00000253561,0.75048643,1.0,0.011044665
ENSG00000268818,0.7492757,1.0,0.011044665
ENSG00000223609,0.74529076,1.0,0.0023744889
ENSG00000226996,0.7344541,1.0,0.026413668
ENSG00000251026,0.72358674,1.0,0.18780231
ENSG00000213145,0.71532,1.0,0.2346269
ENSG00000272763,0.7133865,1.0,0.022078581
ENSG00000255516,0.7053365,1.0,0.01343528
ENSG00000181577,0.6982083,1.0,0.011041977
ENSG00000254224,0.6940327,1.0,0.026413668
ENSG00000234264,0.6919824,1.0,0.028794877
ENSG00000258010,0.68206775,1.0,0.026408294
ENSG00000066813,0.6801663,1.0,0.0023744889
ENSG00000172215,0.66722584,1.0,0.18154424
ENSG00000169442,0.66481763,1.0,0.1884003
ENSG00000160654,0.6646072,1.0,0.22426355
ENSG00000182791,0.66346014,1.0,0.011039291
ENSG00000249290,0.6628916,1.0,0.006710921
ENSG00000205809,0.6519783,1.0,0.16539316
ENSG00000211689,0.64993393,1.0,0.14579119
ENSG00000263611,0.6470395,1.0,0.039827447
ENSG00000228420,0.6440922,1.0,0.08829013
ENSG00000171540,0.64342225,1.0,0.011041977
ENSG00000159650,0.63626677,1.0,0.033120558
ENSG00000243795,0.6159228,1.0,0.011039291
ENSG00000122224,0.6147449,1.0,0.27443287
ENSG00000160856,0.61452025,1.0,0.10595568
ENSG00000181847,0.6143692,1.0,0.1880993
ENSG00000227191,0.60528356,1.0,0.25639105
ENSG00000227292,0.6003519,1.0,0.011041977
ENSG00000117090,0.5966994,1.0,0.21504511
ENSG00000166069,0.5964287,1.0,0.013427217
ENSG00000256039,0.5885934,1.0,0.059996493
ENSG00000172410,0.5820883,1.0,0.022075893
ENSG00000105374,0.57557386,1.0,0.42111498
ENSG00000156738,0.57316816,1.0,0.031176085
ENSG00000027869,0.5723469,1.0,0.20900877
ENSG00000280953,0.56229764,1.0,0.09303374
ENSG00000285744,0.55471736,1.0,0.35226154
ENSG00000235576,0.5469609,1.0,0.197995
ENSG00000182187,0.53797245,1.0,0.022075893
ENSG00000134545,0.53651077,1.0,0.11566596
ENSG00000253614,0.5133011,1.0,0.006705546
ENSG00000271503,0.5068485,1.0,0.45118916
ENSG00000172116,0.5056139,1.0,0.14932673
ENSG00000235300,0.49614158,1.0,0.033562668
ENSG00000228417,0.4946438,1.0,0.006705546
ENSG00000188120,0.49127057,1.0,0.006705546
ENSG00000227757,0.49064404,1.0,0.3159911
ENSG00000185915,0.47830787,1.0,0.07573638
ENSG00000136573,0.47625536,1.0,0.08429906
ENSG00000184735,0.4748458,1.0,0.011039291
ENSG00000261175,0.46994263,1.0,0.006705546
ENSG00000249955,0.4682146,1.0,0.011039291
ENSG00000271893,0.4596116,1.0,0.13796762
ENSG00000244734,0.4592211,1.0,0.15203716
ENSG00000285354,0.4566388,1.0,0.011036603
ENSG00000168229,0.45391473,1.0,0.25865132
ENSG00000186407,0.45069143,1.0,0.21097206
ENSG00000241490,0.4504039,1.0,0.07574982
ENSG00000115607,0.44458854,1.0,0.1647683
ENSG00000273956,0.4386498,1.0,0.006705546
ENSG00000116824,0.43832362,1.0,0.2848231
ENSG00000149443,0.436226,1.0,0.017738117
ENSG00000180644,0.43533683,1.0,0.3128426
ENSG00000238121,0.43409967,1.0,0.21408832
ENSG00000163734,0.42455542,1.0,0.02206783
ENSG00000274225,0.41239443,1.0,0.0023718013
ENSG00000160593,0.40733632,1.0,0.3565442
ENSG00000167984,0.4065988,1.0,0.36265042
ENSG00000261403,0.40637967,1.0,0.011039291
ENSG00000164330,0.4060204,1.0,0.16096804
ENSG00000182866,0.40230677,1.0,0.2059812
ENSG00000238242,0.3892783,1.0,0.0047570406
ENSG00000162772,0.38254142,1.0,0.6089926
ENSG00000275898,0.37317598,1.0,0.033082932
ENSG00000244649,0.3727482,1.0,0.0884917
ENSG00000215231,0.37173882,1.0,0.013403028
ENSG00000259097,0.37113136,1.0,0.011462586
ENSG00000254971,0.36377946,1.0,0.0023691137
ENSG00000229619,0.36017564,1.0,0.2171495
ENSG00000106538,0.35830125,1.0,0.075548254
ENSG00000234469,0.3558395,1.0,0.006705546
ENSG00000242880,0.3539875,1.0,1.1008235
ENSG00000213809,0.3523423,1.0,0.25392115
ENSG00000125726,0.35170868,1.0,0.08154158
ENSG00000234840,0.35157576,1.0,0.11430738
ENSG00000211751,0.34745228,1.0,0.06890184
ENSG00000178457,0.3472895,1.0,0.011036603
ENSG00000160185,0.3457581,1.0,0.069906995
ENSG00000236836,0.34439635,1.0,0.015780205
ENSG00000147138,0.34406513,1.0,0.14367068
ENSG00000287955,0.3437619,1.0,0.013405716
ENSG00000235688,0.34097585,1.0,0.0023718013
ENSG00000073282,0.34003752,1.0,0.2144928
ENSG00000236213,0.33994612,1.0,0.17996663
ENSG00000250437,0.3392892,1.0,0.05598929
ENSG00000147571,0.33472013,1.0,0.064557336
ENSG00000248752,0.33401075,1.0,0.38201723
ENSG00000163606,0.33034712,1.0,0.2340867
ENSG00000163534,0.33015695,1.0,0.030244833
ENSG00000272141,0.32794875,1.0,0.006705546
ENSG00000167633,0.32762054,1.0,0.020095136
ENSG00000164483,0.3263147,1.0,0.44253108
ENSG00000198851,0.32019043,1.0,0.09730163
ENSG00000165304,0.31919888,1.0,0.37026438
ENSG00000256128,0.31854486,1.0,0.106423326
ENSG00000115085,0.31474787,1.0,0.1947054
ENSG00000237013,0.31438172,1.0,0.0023718013
ENSG00000231918,0.31342837,1.0,0.6494059
ENSG00000131747,0.31143343,1.0,0.12391015
ENSG00000211897,0.31096697,1.0,0.006702858
ENSG00000213949,0.30934405,1.0,0.25156412
ENSG00000243144,0.30866575,1.0,0.3310282
ENSG00000236668,0.3080247,1.0,0.051181186
ENSG00000251129,0.30597383,1.0,0.2570307
ENSG00000085265,0.28808427,1.0,0.13196218
ENSG00000229855,0.2876121,1.0,0.2836755
ENSG00000126353,0.2828419,1.0,0.011451836
ENSG00000249993,0.2815908,1.0,0.07117285
ENSG00000257746,0.27992395,1.0,0.007131529
ENSG00000233535,0.27521864,1.0,0.009070628
ENSG00000139053,0.2704802,1.0,0.02441813
ENSG00000211829,0.26831132,1.0,0.018119754
ENSG00000156970,0.26409343,1.0,0.19243303
ENSG00000122025,0.26379973,1.0,0.34239134
ENSG00000013725,0.26366848,1.0,0.23906413
ENSG00000211772,0.26209214,1.0,0.066173926
ENSG00000142025,0.2603052,1.0,0.0023744889
ENSG00000241754,0.25553203,1.0,0.011036603
ENSG00000287335,0.25108784,1.0,0.5344387
ENSG00000221938,0.25085092,1.0,0.0023691137
ENSG00000179241,0.2494122,1.0,1.2284667
ENSG00000148680,0.24706617,1.0,0.6633787
ENSG00000184371,0.2461904,1.0,0.061500203
ENSG00000253298,0.24466835,1.0,0.21077451
ENSG00000283117,0.24190302,1.0,0.13100137
ENSG00000154645,0.24177037,1.0,0.243887
ENSG00000051341,0.24144639,1.0,0.36560947
ENSG00000169429,0.23945695,1.0,0.046799064
ENSG00000050730,0.238574,1.0,0.06956836
ENSG00000262655,0.23619331,1.0,1.0835598
ENSG00000146285,0.23590277,1.0,0.25252628
ENSG00000132204,0.23342103,1.0,0.16610134
ENSG00000205549,0.23066314,1.0,0.13823906
ENSG00000226777,0.23064664,1.0,0.002366426
ENSG00000099860,0.2304287,1.0,0.72473377
ENSG00000253980,0.22983672,1.0,0.070646085
ENSG00000264630,0.2280811,1.0,1.374063
ENSG00000073861,0.2264049,1.0,0.08745967
ENSG00000286391,0.22425686,1.0,0.0047436026
ENSG00000100385,0.2232331,1.0,0.058500845
ENSG00000205045,0.22006343,1.0,0.22250317
ENSG00000126759,0.218753,1.0,0.084429406
ENSG00000231079,0.21746941,1.0,0.5521298
ENSG00000203710,0.2170739,1.0,0.33704573
ENSG00000189229,0.21689689,1.0,0.13920929
ENSG00000253161,0.21373764,1.0,1.1447213
ENSG00000100351,0.21103683,1.0,0.16957639
ENSG00000004468,0.21079849,1.0,0.094240464
ENSG00000163519,0.21066055,1.0,0.0300137
ENSG00000163492,0.21060048,1.0,0.12731399
ENSG00000185338,0.20959103,1.0,0.10756286
ENSG00000256717,0.20829271,1.0,0.3042759
ENSG00000161405,0.20810321,1.0,0.29471612
ENSG00000135272,0.20724386,1.0,0.40274662
ENSG00000106462,0.20380023,1.0,1.1071179
ENSG00000230426,0.20279546,1.0,0.63509446
ENSG00000259395,0.19999473,1.0,0.0067001707
ENSG00000250945,0.19908743,1.0,0.0023637384
ENSG00000138378,0.19386823,1.0,0.7709066
ENSG00000183508,0.19370103,1.0,0.052193064
ENSG00000115963,0.19368085,1.0,0.1484882
ENSG00000143476,0.1905906,1.0,0.123067595
ENSG00000287732,0.18605754,1.0,0.92370707
ENSG00000250131,0.18507595,1.0,1.3623976
ENSG00000286746,0.18482816,1.0,0.77445424
ENSG00000250453,0.1840087,1.0,0.08644913
ENSG00000249001,0.18162185,1.0,0.14614193
ENSG00000288859,0.1808718,1.0,0.9155193
ENSG00000104368,0.18011391,1.0,0.9963608
ENSG00000168671,0.17958422,1.0,0.0004138894
ENSG00000273802,0.17905693,1.0,0.81023955
ENSG00000230937,0.17894031,1.0,0.009065253
ENSG00000185697,0.17852858,1.0,0.26326323
ENSG00000259035,0.17772868,1.0,0.18713982
ENSG00000023445,0.17764883,1.0,0.17794825
ENSG00000197540,0.17642485,1.0,0.02857718
ENSG00000228789,0.17536403,1.0,0.5624623
ENSG00000234323,0.1751601,1.0,0.66381276
ENSG00000173077,0.17353213,1.0,0.8104841
ENSG00000277749,0.17160685,1.0,0.0067001707
ENSG00000134539,0.17072955,1.0,0.45711395
ENSG00000108984,0.16970015,1.0,1.0647492
ENSG00000104321,0.16950633,1.0,0.016607983
ENSG00000119508,0.16903745,1.0,0.12742686
ENSG00000165929,0.1680758,1.0,0.21970539
ENSG00000270996,0.16664664,1.0,0.0023637384
ENSG00000054654,0.16379754,1.0,0.48321587
ENSG00000182162,0.16283752,1.0,0.7537786
ENSG00000162739,0.1595506,1.0,0.13028379
ENSG00000147403,0.15906252,1.0,2.2992818
ENSG00000255733,0.15693825,1.0,0.20153861
ENSG00000286121,0.15674914,1.0,0.43289605
ENSG00000139734,0.15047623,1.0,0.10166091
ENSG00000286458,0.15020145,1.0,0.5537383
ENSG00000143878,0.1489176,1.0,0.7060093
ENSG00000249835,0.14643386,1.0,0.0460116
ENSG00000283683,0.14544405,1.0,0.14844923
ENSG00000172322,0.14412136,1.0,0.10513597
ENSG00000179088,0.14065243,1.0,0.66009444
ENSG00000256494,0.13942125,1.0,0.0067001707
ENSG00000077498,0.13759863,1.0,0.0070965905
ENSG00000153898,0.1374027,1.0,0.18639536
ENSG00000115590,0.13656051,1.0,0.04089711
ENSG00000038427,0.1362801,1.0,0.21345942
ENSG00000132122,0.13550624,1.0,2.1125937
ENSG00000205810,0.1350422,1.0,0.035083845
ENSG00000134215,0.13424592,1.0,0.3654294
ENSG00000053524,0.13418701,1.0,1.7438074
ENSG00000211448,0.1337607,1.0,0.1129703
ENSG00000124203,0.13252479,1.0,0.17529291
ENSG00000087074,0.13230449,1.0,0.48094216
ENSG00000197555,0.13202587,1.0,2.381103
ENSG00000234663,0.12928358,1.0,0.09567295
ENSG00000145779,0.12899378,1.0,1.5759914
ENSG00000250331,0.1288492,1.0,0.15263112
ENSG00000198034,0.12814246,1.0,1.3429165
ENSG00000250357,0.12797898,1.0,0.0023691137
ENSG00000080824,0.12653959,1.0,1.9407623
ENSG00000026025,0.124699995,1.0,0.32798854
ENSG00000275395,0.1240439,1.0,1.6002388
ENSG00000172575,0.12377281,1.0,0.30430412
ENSG00000263961,0.12343485,1.0,0.053581208
ENSG00000169439,0.123013474,1.0,0.30323982
ENSG00000180509,0.122513674,1.0,0.2804665
ENSG00000175779,0.122239225,1.0,0.08019107
ENSG00000173369,0.12197843,1.0,1.9114367
ENSG00000124491,0.12069657,1.0,0.8892965
ENSG00000164120,0.120333925,1.0,0.006538915
ENSG00000182389,0.12023377,1.0,1.4692025
ENSG00000111913,0.119705595,1.0,0.58080107
ENSG00000235118,0.11968585,1.0,-0.001970006
ENSG00000145287,0.11957683,1.0,0.7330814
ENSG00000128849,0.119542345,1.0,0.7696569
ENSG00000260314,0.1166831,1.0,1.3573852
ENSG00000273409,0.11650008,1.0,1.3109436
ENSG00000251139,0.116018474,1.0,0.56439734
ENSG00000099954,0.115824625,1.0,0.7787678
ENSG00000214787,0.11497672,1.0,0.87290615
ENSG00000260708,0.113782674,1.0,0.6087856
ENSG00000236230,0.113705635,1.0,0.25230724
ENSG00000273338,0.11349905,1.0,0.4699311
ENSG00000211695,0.11233917,1.0,0.0047301645
ENSG00000235010,0.112171434,1.0,0.006702858
ENSG00000253474,0.11191884,1.0,0.14368144
ENSG00000127946,0.11088868,1.0,0.8569902
ENSG00000161016,0.11080146,1.0,1.2772694
ENSG00000004948,0.110341355,1.0,0.17734355
ENSG00000253184,0.10992682,1.0,0.0861965
ENSG00000259336,0.109794095,1.0,0.5786684
ENSG00000153064,0.10896241,1.0,0.23582827
ENSG00000178878,0.10889727,1.0,0.42183122
ENSG00000234428,0.108367,1.0,1.1679502
ENSG00000251680,0.108111,1.0,0.8005803
ENSG00000196284,0.10800844,1.0,1.6664168
ENSG00000258274,0.10747154,1.0,0.42672804
ENSG00000113263,0.10588308,1.0,0.10903298
ENSG00000115232,0.10542303,1.0,0.26273778
ENSG00000140379,0.10507716,1.0,0.36459357
ENSG00000255886,0.10466987,1.0,0.88902366
ENSG00000259692,0.101992615,1.0,0.18701619
ENSG00000198804,0.10146379,1.0,1.331251
ENSG00000227486,0.101400085,1.0,0.63041806
ENSG00000148773,0.100352086,1.0,0.06898246
ENSG00000065675,0.10031599,1.0,0.5176829
ENSG00000182197,0.10006766,1.0,1.2653835
ENSG00000140988,0.098695025,1.0,1.7199712
ENSG00000155659,0.097607516,1.0,1.5935843
ENSG00000059804,0.09759612,1.0,1.1370401
ENSG00000150760,0.09753867,1.0,0.6503815
ENSG00000184220,0.09653116,1.0,1.7220917
ENSG00000115523,0.09649014,1.0,0.46874854
ENSG00000204287,0.09635222,1.0,1.5209817
ENSG00000253821,0.09601005,1.0,0.045092445
ENSG00000184588,0.09594273,1.0,1.8119527
ENSG00000174946,0.095242165,1.0,0.020629967
ENSG00000264031,0.09405493,1.0,1.4046197
ENSG00000072274,0.09388687,1.0,0.81054056
ENSG00000198242,0.093277134,1.0,1.0561087
ENSG00000137393,0.091551766,1.0,1.3241074
ENSG00000136492,0.09092584,1.0,0.1857369
ENSG00000226571,0.09079119,1.0,0.23996447
ENSG00000034510,0.09054818,1.0,1.0748546
ENSG00000176771,0.089211546,1.0,1.3715864
ENSG00000090104,0.08831774,1.0,1.1904185
ENSG00000155792,0.08770369,1.0,1.0709671
