gene,logfoldchange,pval_adj,score
ENSG00000236525,2.3980932,1.0,0.070206776
ENSG00000003436,2.3932922,1.0,0.36831334
ENSG00000272512,2.3202736,1.0,0.07675946
ENSG00000287259,2.276009,1.0,0.07675174
ENSG00000167633,2.2506862,1.0,0.07019906
ENSG00000260070,2.2303052,1.0,0.1443135
ENSG00000211899,2.098759,1.0,0.07276298
ENSG00000230065,2.053677,1.0,0.08606142
ENSG00000285090,2.0501268,1.0,0.13897714
ENSG00000237460,2.0274303,1.0,0.0727707
ENSG00000261889,1.9542704,1.0,0.13368711
ENSG00000257023,1.8843248,1.0,0.067480676
ENSG00000114315,1.8592374,1.0,0.41662252
ENSG00000164120,1.8563933,1.0,0.27742913
ENSG00000255745,1.8160902,1.0,0.06354597
ENSG00000249109,1.7405132,1.0,0.13879952
ENSG00000255359,1.7301624,1.0,0.06875878
ENSG00000271743,1.7007403,1.0,0.07141537
ENSG00000272642,1.6812098,1.0,0.06744206
ENSG00000257443,1.6551504,1.0,0.12567098
ENSG00000126353,1.6494247,1.0,0.06744206
ENSG00000287771,1.6487237,1.0,0.06349192
ENSG00000251363,1.56195,1.0,0.580038
ENSG00000251026,1.5491844,1.0,0.16954732
ENSG00000255998,1.5472629,1.0,0.0833971
ENSG00000263961,1.4978861,1.0,0.29622224
ENSG00000269210,1.4384199,1.0,0.05293503
ENSG00000274588,1.4333661,1.0,0.11504459
ENSG00000107485,1.4307363,1.0,0.1783473
ENSG00000136573,1.3987943,1.0,0.1136854
ENSG00000244734,1.3715845,1.0,0.2955658
ENSG00000163600,1.3264279,1.0,0.1755903
ENSG00000125384,1.2852886,1.0,0.21950912
ENSG00000023445,1.1998392,1.0,0.35373682
ENSG00000258100,1.1287881,1.0,0.037095837
ENSG00000260992,1.1000355,1.0,0.055444896
ENSG00000198851,1.086567,1.0,0.2584275
ENSG00000288064,1.0696099,1.0,0.104209684
ENSG00000133962,1.0252558,1.0,0.38784012
ENSG00000104918,1.0144565,1.0,0.05149475
ENSG00000236213,1.0065048,1.0,0.29706788
ENSG00000263787,0.9925662,1.0,0.09762997
ENSG00000164484,0.9653711,1.0,0.18464127
ENSG00000135272,0.9622585,1.0,1.042564
ENSG00000125726,0.93889594,1.0,0.14622872
ENSG00000148926,0.9312608,1.0,0.2775836
ENSG00000256128,0.9269664,1.0,0.1969821
ENSG00000287728,0.92433965,1.0,1.0029005
ENSG00000122025,0.9241081,1.0,0.55659586
ENSG00000258039,0.912774,1.0,0.04752144
ENSG00000175779,0.90720534,1.0,0.2730388
ENSG00000146285,0.90106153,1.0,0.46952665
ENSG00000227330,0.84484506,1.0,0.04092242
ENSG00000117090,0.83140236,1.0,0.11753901
ENSG00000122877,0.8276774,1.0,0.10982406
ENSG00000085265,0.8233742,1.0,0.093301415
ENSG00000115590,0.79316795,1.0,0.10464215
ENSG00000133067,0.79295975,1.0,0.13544016
ENSG00000049192,0.7923365,1.0,0.6758068
ENSG00000134545,0.7862775,1.0,0.08306502
ENSG00000073756,0.7748061,1.0,0.19272305
ENSG00000000971,0.7710468,1.0,0.10194694
ENSG00000243144,0.7587776,1.0,0.36337858
ENSG00000228420,0.75320446,1.0,0.040883806
ENSG00000157111,0.7529826,1.0,0.07540413
ENSG00000188536,0.7463568,1.0,0.0739291
ENSG00000183019,0.732294,1.0,0.042154185
ENSG00000225914,0.730536,1.0,1.0617858
ENSG00000260192,0.71118134,1.0,0.39232698
ENSG00000211772,0.7098545,1.0,0.17423885
ENSG00000100351,0.70617485,1.0,0.2487317
ENSG00000143476,0.69002414,1.0,0.25327262
ENSG00000112182,0.6802503,1.0,1.4413781
ENSG00000111796,0.6631793,1.0,0.1535112
ENSG00000119938,0.6629072,1.0,0.26349744
ENSG00000026508,0.64458966,1.0,1.0388803
ENSG00000285835,0.64356273,1.0,0.17837434
ENSG00000197956,0.62960994,1.0,0.75923866
ENSG00000116824,0.6200854,1.0,0.17584902
ENSG00000145649,0.61624026,1.0,0.15989013
ENSG00000288088,0.6070615,1.0,0.19300492
ENSG00000249806,0.6008106,1.0,0.3430409
ENSG00000163564,0.59639174,1.0,0.18286507
ENSG00000181104,0.59419465,1.0,0.13242832
ENSG00000183508,0.59340954,1.0,0.09720909
ENSG00000236668,0.58798873,1.0,0.039497588
ENSG00000160654,0.58288354,1.0,0.119091265
ENSG00000196924,0.5777542,1.0,0.4700402
ENSG00000074966,0.57574475,1.0,0.77323216
ENSG00000013725,0.5736141,1.0,0.22885355
ENSG00000185697,0.56899446,1.0,0.45445973
ENSG00000026025,0.56288475,1.0,0.6744901
ENSG00000243055,0.56268066,1.0,0.69926447
ENSG00000132704,0.5625807,1.0,0.031581853
ENSG00000015133,0.5624765,1.0,0.46435633
ENSG00000238121,0.5622355,1.0,0.14031316
ENSG00000229925,0.5599935,1.0,0.036833268
ENSG00000211689,0.55600876,1.0,0.09245578
ENSG00000254733,0.5556622,1.0,0.69971234
ENSG00000008517,0.55506086,1.0,0.08164791
ENSG00000286423,0.5542257,1.0,0.7861059
ENSG00000249993,0.5490469,1.0,0.015843054
ENSG00000181433,0.54820585,1.0,0.063140534
ENSG00000264630,0.5476231,1.0,1.3395972
ENSG00000147571,0.54354686,1.0,0.023727898
ENSG00000237410,0.54230136,1.0,0.035516553
ENSG00000106538,0.5413664,1.0,0.11068901
ENSG00000286174,0.5405266,1.0,0.031589575
ENSG00000165929,0.53912205,1.0,0.22859098
ENSG00000253535,0.53519106,1.0,2.8441544
ENSG00000288859,0.5337886,1.0,1.1187482
ENSG00000264859,0.5312445,1.0,0.07407197
ENSG00000215483,0.5291012,1.0,0.69150704
ENSG00000204472,0.52201337,1.0,2.129854
ENSG00000091831,0.5175605,1.0,1.9568816
ENSG00000253821,0.51361835,1.0,0.08541271
ENSG00000143816,0.5128111,1.0,0.036810096
ENSG00000153823,0.50631434,1.0,1.764483
ENSG00000227240,0.505492,1.0,0.46692798
ENSG00000214787,0.50487447,1.0,1.571787
ENSG00000141293,0.496057,1.0,0.31988063
ENSG00000224533,0.49331334,1.0,2.0496812
ENSG00000288016,0.48334098,1.0,0.42688206
ENSG00000161405,0.47852767,1.0,0.31793454
ENSG00000177338,0.4713637,1.0,0.030226523
ENSG00000113263,0.47079232,1.0,0.18959923
ENSG00000120129,0.47018284,1.0,1.5204853
ENSG00000189057,0.46690583,1.0,0.07487899
ENSG00000100385,0.46291795,1.0,0.10827181
ENSG00000198242,0.46286026,1.0,1.8494091
ENSG00000256717,0.45927778,1.0,0.31537834
ENSG00000286546,0.4565753,1.0,0.2217873
ENSG00000090530,0.45593366,1.0,2.186237
ENSG00000259124,0.45475546,1.0,1.3934474
ENSG00000255733,0.45033273,1.0,0.15113647
ENSG00000101871,0.4468013,1.0,0.48377112
ENSG00000232895,0.44521603,1.0,0.19476569
ENSG00000253438,0.44360504,1.0,0.4180126
ENSG00000228061,0.44346604,1.0,1.093136
ENSG00000168209,0.44110784,1.0,1.8077955
ENSG00000158169,0.4385399,1.0,1.4670752
ENSG00000245164,0.43844852,1.0,0.29960477
ENSG00000228655,0.43808463,1.0,2.1520991
ENSG00000231079,0.43525243,1.0,0.48063183
ENSG00000254226,0.4329585,1.0,0.28108194
ENSG00000115085,0.43226898,1.0,0.104819775
ENSG00000172575,0.42617214,1.0,0.52479005
ENSG00000242258,0.42564327,1.0,0.3470953
ENSG00000285972,0.42294717,1.0,0.73739123
ENSG00000156011,0.4220943,1.0,1.893552
ENSG00000110777,0.42008105,1.0,0.0262841
ENSG00000287335,0.41269922,1.0,0.3315882
ENSG00000205045,0.41183823,1.0,0.19668864
ENSG00000257261,0.40843415,1.0,1.4290951
ENSG00000287277,0.39855224,1.0,0.36904314
ENSG00000112038,0.3978872,1.0,1.7034777
ENSG00000133800,0.39005962,1.0,1.3860337
ENSG00000248538,0.3878485,1.0,0.2207602
ENSG00000138378,0.38674834,1.0,0.76583385
ENSG00000177600,0.386512,1.0,1.634692
ENSG00000185338,0.3854393,1.0,0.11701387
ENSG00000030419,0.38415295,1.0,1.5862129
ENSG00000239440,0.3838878,1.0,0.42832235
ENSG00000226688,0.38239172,1.0,2.272179
ENSG00000168229,0.3817612,1.0,0.113113925
ENSG00000100316,0.37920502,1.0,1.8016676
ENSG00000124203,0.37902796,1.0,0.32377288
ENSG00000038427,0.37702322,1.0,0.31990382
ENSG00000169071,0.3729088,1.0,0.49420443
ENSG00000275395,0.37277246,1.0,1.7517637
ENSG00000164756,0.37255213,1.0,0.031585712
ENSG00000258234,0.3712445,1.0,0.818375
ENSG00000136492,0.37004364,1.0,0.30390245
ENSG00000287621,0.3696865,1.0,0.333488
ENSG00000197057,0.36960265,1.0,0.07718807
ENSG00000234428,0.36713412,1.0,1.4634843
ENSG00000137501,0.36617383,1.0,0.6563341
ENSG00000173391,0.36611077,1.0,1.6730775
ENSG00000198938,0.36393985,1.0,1.7700665
ENSG00000221882,0.361613,1.0,0.5592756
ENSG00000185915,0.35649604,1.0,0.017067097
ENSG00000258312,0.34891105,1.0,0.25739652
ENSG00000171643,0.34824133,1.0,1.7867088
ENSG00000169508,0.3480815,1.0,1.1006347
ENSG00000186314,0.34748274,1.0,1.439683
ENSG00000264031,0.34611568,1.0,2.0205088
ENSG00000227757,0.3460307,1.0,0.16329968
ENSG00000004468,0.33994257,1.0,0.083682835
ENSG00000143947,0.33703533,1.0,1.4717166
ENSG00000147403,0.3365816,1.0,1.7965977
ENSG00000090104,0.3348015,1.0,1.4852622
ENSG00000231304,0.33461094,1.0,0.81492686
ENSG00000100450,0.33406788,1.0,0.06677019
ENSG00000205542,0.33397338,1.0,1.8673644
ENSG00000154229,0.3327903,1.0,1.0367218
ENSG00000166710,0.3310307,1.0,2.0815177
ENSG00000147872,0.32919163,1.0,0.6011171
ENSG00000163116,0.32739693,1.0,1.0425988
ENSG00000232053,0.32587156,1.0,0.9940773
ENSG00000255968,0.32433423,1.0,1.2725142
ENSG00000258274,0.32300913,1.0,0.5056726
ENSG00000197520,0.3228483,1.0,1.6130878
ENSG00000169439,0.31870162,1.0,0.32333654
ENSG00000038945,0.31819,1.0,1.8301874
ENSG00000229153,0.31772566,1.0,0.5037535
ENSG00000204389,0.31697834,1.0,1.2772057
ENSG00000213949,0.3164948,1.0,0.19059545
ENSG00000104760,0.3152612,1.0,0.38437265
ENSG00000184719,0.3123543,1.0,1.0239794
ENSG00000251129,0.30976906,1.0,0.09726701
ENSG00000241343,0.309651,1.0,1.2236259
ENSG00000170417,0.309057,1.0,0.6019511
ENSG00000287150,0.3090086,1.0,0.5010776
ENSG00000119508,0.3055999,1.0,0.12119183
ENSG00000137869,0.30449876,1.0,0.09865709
ENSG00000249464,0.30389753,1.0,1.1293862
ENSG00000249307,0.3035971,1.0,0.3374806
ENSG00000124882,0.3031154,1.0,0.014371886
ENSG00000157388,0.2992435,1.0,1.5139055
ENSG00000229989,0.29897735,1.0,1.3642827
ENSG00000236256,0.296506,1.0,1.1648448
ENSG00000277734,0.2943355,1.0,0.07145013
ENSG00000287421,0.29042178,1.0,0.010811736
ENSG00000236548,0.28979686,1.0,0.4938878
ENSG00000163220,0.28667986,1.0,0.40817392
ENSG00000198886,0.28475085,1.0,1.1099019
ENSG00000248810,0.28337964,1.0,0.8018369
ENSG00000145703,0.28227493,1.0,0.9792266
ENSG00000186468,0.28186762,1.0,1.1335294
ENSG00000276085,0.28055677,1.0,0.063804686
ENSG00000044574,0.27814782,1.0,1.0350384
ENSG00000234156,0.27768755,1.0,0.35145864
ENSG00000286618,0.27704117,1.0,1.0946882
ENSG00000118515,0.27697918,1.0,1.4881312
ENSG00000179088,0.27290568,1.0,0.53830856
ENSG00000124762,0.27131426,1.0,0.69479305
ENSG00000158050,0.2701355,1.0,0.08704219
ENSG00000108691,0.2692602,1.0,0.074377015
ENSG00000134539,0.26735693,1.0,0.25060058
ENSG00000091490,0.26683003,1.0,0.27976137
ENSG00000203710,0.26616576,1.0,0.123068444
ENSG00000125148,0.26557752,1.0,0.78289324
ENSG00000231131,0.26361975,1.0,1.3061812
ENSG00000115268,0.2621087,1.0,1.1074616
ENSG00000089012,0.26026094,1.0,0.026175983
ENSG00000153064,0.2600889,1.0,0.2422601
ENSG00000142676,0.25916728,1.0,1.0976382
ENSG00000107643,0.25770608,1.0,1.1601688
ENSG00000260708,0.2576924,1.0,0.5748368
ENSG00000250131,0.2567932,1.0,0.65323734
ENSG00000147488,0.25526595,1.0,0.62627363
ENSG00000251139,0.2543743,1.0,0.47079703
ENSG00000139946,0.25435793,1.0,1.0846334
ENSG00000221869,0.25089458,1.0,1.3212404
ENSG00000234323,0.25027505,1.0,0.3552968
ENSG00000206199,0.24989992,1.0,1.3429565
ENSG00000248752,0.24953088,1.0,0.17699583
ENSG00000144407,0.24611785,1.0,0.39115316
ENSG00000100311,0.24574436,1.0,1.4640287
ENSG00000143546,0.24380259,1.0,0.3657533
ENSG00000245832,0.24301447,1.0,0.24932635
ENSG00000130066,0.24196829,1.0,1.0641373
ENSG00000228789,0.23984386,1.0,0.19236395
ENSG00000153283,0.23837496,1.0,0.1840698
ENSG00000150636,0.23748912,1.0,0.6765405
ENSG00000236230,0.23591009,1.0,0.34465495
ENSG00000280953,0.23568535,1.0,0.02222584
ENSG00000176225,0.23511408,1.0,0.72633237
ENSG00000081985,0.23365672,1.0,0.28976223
ENSG00000152128,0.23145042,1.0,0.92224103
ENSG00000132122,0.23116124,1.0,0.8260629
ENSG00000184220,0.23089354,1.0,1.0445141
ENSG00000144642,0.23007508,1.0,0.9584835
ENSG00000148200,0.22736086,1.0,0.861788
ENSG00000143344,0.2265284,1.0,0.97587883
ENSG00000271945,0.225528,1.0,0.3355654
ENSG00000156510,0.22427385,1.0,0.018283417
ENSG00000169122,0.22408634,1.0,0.83089733
ENSG00000120738,0.22188863,1.0,0.18743688
ENSG00000103769,0.22053307,1.0,1.4307865
ENSG00000287555,0.22016364,1.0,0.7120957
ENSG00000229855,0.21947181,1.0,0.060846902
ENSG00000010818,0.21723418,1.0,0.9251525
ENSG00000226272,0.21620683,1.0,0.49254405
ENSG00000249631,0.21527435,1.0,0.2905654
ENSG00000254538,0.21406628,1.0,0.49413106
ENSG00000162599,0.21390459,1.0,1.0765245
ENSG00000253773,0.21308848,1.0,0.5187239
ENSG00000227486,0.21047734,1.0,0.44180614
ENSG00000140470,0.20973627,1.0,0.6539324
ENSG00000134769,0.20809565,1.0,1.280708
ENSG00000150760,0.20610048,1.0,0.5512904
ENSG00000169372,0.20538287,1.0,0.8754803
ENSG00000286134,0.20523266,1.0,0.038621064
ENSG00000176463,0.20500132,1.0,0.561631
ENSG00000164188,0.2039466,1.0,0.20700999
ENSG00000106462,0.20370576,1.0,0.421928
ENSG00000091879,0.20245719,1.0,0.4750831
ENSG00000227028,0.20081066,1.0,0.8411376
ENSG00000224968,0.19916949,1.0,0.043158133
ENSG00000253496,0.19838427,1.0,0.31484932
ENSG00000059804,0.19791089,1.0,0.81429356
ENSG00000152270,0.19660003,1.0,0.8368901
ENSG00000170396,0.1961075,1.0,0.8465936
ENSG00000109911,0.1958814,1.0,0.73473465
ENSG00000286072,0.19557689,1.0,0.04683798
ENSG00000138326,0.19472423,1.0,0.81233203
ENSG00000121966,0.19405393,1.0,0.40726262
ENSG00000184903,0.19131026,1.0,2.187635
ENSG00000145428,0.19059812,1.0,0.541081
ENSG00000184838,0.18988088,1.0,0.41235188
ENSG00000280683,0.18959942,1.0,0.035045467
ENSG00000163519,0.18903747,1.0,0.01299339
ENSG00000147408,0.18890414,1.0,1.5353552
ENSG00000232878,0.18881674,1.0,0.64734495
ENSG00000188906,0.18770647,1.0,1.0171101
ENSG00000161016,0.18659414,1.0,0.81755644
ENSG00000118985,0.18359342,1.0,0.65279716
ENSG00000122884,0.18275476,1.0,0.7180537
ENSG00000104432,0.18228619,1.0,0.21583313
ENSG00000170458,0.18195318,1.0,0.68155634
ENSG00000148737,0.18151033,1.0,0.62560564
ENSG00000133112,0.18070696,1.0,0.5990628
ENSG00000143878,0.17969537,1.0,0.4104521
ENSG00000265972,0.17897636,1.0,0.7540182
ENSG00000112773,0.17876199,1.0,0.40175638
ENSG00000187672,0.17837141,1.0,0.8705725
ENSG00000112699,0.1779398,1.0,1.3105329
ENSG00000065675,0.1775498,1.0,0.3782254
ENSG00000255886,0.17533432,1.0,0.57080173
ENSG00000146555,0.1737109,1.0,1.0771153
ENSG00000283117,0.17325488,1.0,0.04121974
ENSG00000231500,0.17298473,1.0,0.72020835
ENSG00000198034,0.1714086,1.0,0.6276946
ENSG00000114423,0.16989656,1.0,0.74998695
ENSG00000146090,0.16961795,1.0,0.6767606
ENSG00000019582,0.16902994,1.0,0.39335412
ENSG00000137818,0.16822103,1.0,0.58486855
ENSG00000163590,0.16700995,1.0,0.81758344
ENSG00000219545,0.16690856,1.0,0.6135428
ENSG00000233927,0.16689281,1.0,0.8462963
ENSG00000111913,0.16679625,1.0,0.3878208
ENSG00000249279,0.16596018,1.0,0.42147234
ENSG00000287684,0.16556102,1.0,0.3486476
ENSG00000156273,0.16539457,1.0,-0.024558084
ENSG00000100600,0.16521472,1.0,0.6389967
ENSG00000244694,0.1644863,1.0,0.6306099
ENSG00000159267,0.1608652,1.0,0.58448243
ENSG00000198682,0.16073823,1.0,0.2532958
ENSG00000286321,0.15921892,1.0,0.0051162676
ENSG00000174473,0.15883681,1.0,0.68444467
ENSG00000124496,0.15623318,1.0,0.700473
ENSG00000255274,0.15596859,1.0,0.46331376
ENSG00000135842,0.15296264,1.0,0.55394316
ENSG00000184178,0.15262347,1.0,0.7792018
ENSG00000099725,0.15244253,1.0,0.44038516
ENSG00000198899,0.15044607,1.0,0.42890927
ENSG00000168329,0.14919999,1.0,0.9436637
ENSG00000107249,0.14745082,1.0,0.5624651
ENSG00000285755,0.14738707,1.0,0.41278434
ENSG00000142937,0.14554285,1.0,0.5369533
ENSG00000150907,0.14261563,1.0,0.6272776
ENSG00000108984,0.14242384,1.0,0.37980855
ENSG00000115607,0.14234307,1.0,0.01808649
ENSG00000274441,0.14221013,1.0,0.68666875
ENSG00000172322,0.14201826,1.0,0.0600283
ENSG00000267586,0.14121972,1.0,0.19911742
ENSG00000105889,0.14025171,1.0,0.5474136
ENSG00000145390,0.13991281,1.0,0.65318716
ENSG00000123689,0.1387908,1.0,-0.0066878307
ENSG00000116752,0.13728572,1.0,0.33418304
ENSG00000004799,0.13676924,1.0,0.56664306
ENSG00000106211,0.1360389,1.0,0.4976719
ENSG00000266846,0.13537703,1.0,0.4208082
ENSG00000165181,0.13473612,1.0,0.68901646
ENSG00000258227,0.13465907,1.0,0.42034483
ENSG00000150347,0.13412541,1.0,0.5290955
ENSG00000163534,0.13304229,1.0,0.012970221
ENSG00000154645,0.13301916,1.0,0.05374591
ENSG00000152495,0.13274336,1.0,0.3310978
ENSG00000148516,0.1310537,1.0,0.6033373
ENSG00000066382,0.13000426,1.0,0.28376946
ENSG00000080824,0.12935291,1.0,0.6653233
ENSG00000171914,0.12898168,1.0,0.09961856
ENSG00000173926,0.12682006,1.0,0.2743092
ENSG00000285367,0.1267741,1.0,0.46706697
ENSG00000151276,0.12532249,1.0,0.5501706
ENSG00000114374,0.1250296,1.0,0.4910034
ENSG00000112576,0.12500161,1.0,0.58071375
ENSG00000105835,0.12428779,1.0,0.48906887
ENSG00000105697,0.12303259,1.0,0.5103409
ENSG00000185345,0.122158796,1.0,0.35991496
ENSG00000147905,0.121870436,1.0,0.9649088
ENSG00000152104,0.1210843,1.0,0.39214164
ENSG00000163491,0.120463334,1.0,0.46465752
ENSG00000228065,0.12007399,1.0,0.10042172
ENSG00000269821,0.11954449,1.0,0.55807865
ENSG00000284959,0.11908238,1.0,0.4898952
ENSG00000164830,0.11906969,1.0,-0.05852238
ENSG00000152217,0.11862554,1.0,0.4157962
ENSG00000177694,0.11816661,1.0,0.33845365
ENSG00000132405,0.11669568,1.0,0.5664114
ENSG00000108107,0.114467256,1.0,0.40396506
ENSG00000227531,0.11380066,1.0,0.3571425
ENSG00000149806,0.1133728,1.0,0.44020754
ENSG00000253980,0.11295154,1.0,0.03884502
ENSG00000182836,0.11278567,1.0,0.28664228
ENSG00000258526,0.1116797,1.0,0.3068139
ENSG00000145779,0.11142204,1.0,0.43812242
ENSG00000170153,0.10903495,1.0,0.537266
ENSG00000182985,0.107919335,1.0,0.42758098
ENSG00000130208,0.10765669,1.0,0.4613638
ENSG00000054654,0.10739167,1.0,0.14392737
ENSG00000169857,0.10614197,1.0,0.3382683
ENSG00000188001,0.10603188,1.0,0.3385309
ENSG00000173369,0.105835244,1.0,0.79511434
ENSG00000229117,0.10164158,1.0,0.68370324
ENSG00000197980,0.10126275,1.0,0.12847431
ENSG00000247199,0.100310884,1.0,0.31335884
ENSG00000107282,0.100299604,1.0,0.46125567
ENSG00000064763,0.099095464,1.0,0.16136515
ENSG00000196511,0.09820575,1.0,0.5191525
ENSG00000176728,0.09742066,1.0,0.2945503
ENSG00000019485,0.097357705,1.0,0.36908177
ENSG00000156508,0.09701335,1.0,0.26538178
ENSG00000109458,0.09422195,1.0,0.52119905
ENSG00000180573,0.093933254,1.0,0.6323475
ENSG00000164483,0.09323778,1.0,0.036103476
ENSG00000124491,0.093145035,1.0,0.33216742
ENSG00000067798,0.09290311,1.0,0.5192259
ENSG00000180509,0.09257055,1.0,0.09080313
ENSG00000185420,0.091602296,1.0,-0.14084603
ENSG00000137393,0.090096,1.0,0.44611537
ENSG00000151090,0.08962977,1.0,0.19820228
ENSG00000178878,0.08918172,1.0,0.17897284
ENSG00000115232,0.088981435,1.0,0.1010627
ENSG00000237484,0.088538036,1.0,0.30757844
ENSG00000034510,0.08800617,1.0,0.4181825
ENSG00000204287,0.08792073,1.0,0.34019125
ENSG00000115183,0.087900504,1.0,0.33663112
ENSG00000281903,0.08736212,1.0,0.22784188
ENSG00000167984,0.087249905,1.0,0.03903809
ENSG00000184005,0.086538106,1.0,-0.59633285
ENSG00000198108,0.08537167,1.0,0.3081383
ENSG00000173068,0.084374055,1.0,-0.14967303
ENSG00000072274,0.08405544,1.0,0.33709446
ENSG00000257335,0.083086334,1.0,0.21374801
ENSG00000165246,0.08284798,1.0,0.22928602
ENSG00000144713,0.082091756,1.0,0.2821863
ENSG00000145687,0.082076624,1.0,0.7769197
ENSG00000165675,0.082026795,1.0,0.30595666
ENSG00000173077,0.08163377,1.0,0.09717433
ENSG00000110848,0.08031264,1.0,0.28034058
ENSG00000230258,0.076574266,1.0,0.06603654
ENSG00000135678,0.07628923,1.0,0.23794699
ENSG00000232855,0.07559272,1.0,0.0760065
ENSG00000167693,0.075551726,1.0,0.29378575
ENSG00000150045,0.07372096,1.0,0.09249054
ENSG00000104447,0.073374614,1.0,0.26023462
ENSG00000170542,0.07279005,1.0,0.5845597
ENSG00000027075,0.07226483,1.0,0.52426493
ENSG00000100979,0.07139689,1.0,0.14405479
ENSG00000277851,0.06911559,1.0,0.26742056
ENSG00000118785,0.06878628,1.0,-0.040327772
ENSG00000251471,0.06862623,1.0,0.06607901
ENSG00000258667,0.0685829,1.0,0.30963653
ENSG00000205809,0.0685099,1.0,-0.0054328972
ENSG00000144724,0.06767819,1.0,0.13647886
ENSG00000137462,0.06696604,1.0,0.38092834
ENSG00000248429,0.06679285,1.0,0.19390075
ENSG00000135540,0.066383265,1.0,-0.3808897
ENSG00000198712,0.06612079,1.0,-0.16201772
ENSG00000165409,0.06575428,1.0,0.16903763
ENSG00000153936,0.06361469,1.0,0.2264016
ENSG00000249534,0.06256965,1.0,0.07918052
ENSG00000285219,0.06153666,1.0,0.2024845
ENSG00000249867,0.061266735,1.0,0.25856653
ENSG00000085563,0.060324647,1.0,0.048397962
ENSG00000129682,0.059632223,1.0,0.21853606
ENSG00000124575,0.059358314,1.0,0.13935168
ENSG00000167996,0.0590741,1.0,0.28820997
ENSG00000140025,0.057414524,1.0,0.14066455
ENSG00000286746,0.056733772,1.0,0.06642267
ENSG00000130203,0.05534531,1.0,-0.15118282
ENSG00000175600,0.055037525,1.0,0.09837907
ENSG00000144455,0.052921318,1.0,-0.3258348
ENSG00000180596,0.052185565,1.0,0.031971846
ENSG00000259035,0.050555658,1.0,0.006738028
ENSG00000135218,0.050474446,1.0,0.008641666
ENSG00000249859,0.050464764,1.0,0.14740257
ENSG00000135048,0.05040847,1.0,0.22301522
ENSG00000177570,0.048905574,1.0,0.39133078
ENSG00000114541,0.047317877,1.0,0.6538667
ENSG00000250903,0.04716127,1.0,0.07141924
ENSG00000010803,0.047052197,1.0,0.096456125
ENSG00000287069,0.04352521,1.0,0.10584689
ENSG00000236088,0.04351118,1.0,0.12398358
ENSG00000133106,0.04321357,1.0,0.04622017
