symbol,gene,logfoldchange,pval_adj,score
HKDC1,ENSG00000156510,0.8114662,1.0,0.10269665
ADAM2,ENSG00000104755,0.7894222,1.0,0.03915709
IGLC3,ENSG00000211679,0.7891751,1.0,0.009696111
WNT9A,ENSG00000143816,0.76561254,1.0,0.063405946
,ENSG00000255572,0.744699,1.0,0.024516085
MT1G,ENSG00000125144,0.7385717,1.0,0.37681344
BSND,ENSG00000162399,0.7338768,1.0,0.0047561205
CBX2,ENSG00000173894,0.722101,1.0,0.024516085
NMUR1,ENSG00000171596,0.7066151,1.0,0.053652223
,ENSG00000253395,0.6939454,1.0,0.034208518
DSG2-AS1,ENSG00000264859,0.69272584,1.0,0.0144412
LINC01644,ENSG00000218357,0.69118774,1.0,0.04407379
,ENSG00000286661,0.67879176,1.0,0.009698563
SLC30A8,ENSG00000164756,0.67781824,1.0,0.19519462
CD248,ENSG00000174807,0.6771373,1.0,0.009698563
,ENSG00000276508,0.66063714,1.0,-0.005133668
LINC02131,ENSG00000261154,0.65445143,1.0,0.009698563
,ENSG00000257924,0.63584906,1.0,0.03897567
PDE11A-AS1,ENSG00000229941,0.63307744,1.0,0.014305135
TYRP1,ENSG00000107165,0.62933815,1.0,0.04883359
CXCL10,ENSG00000169245,0.62454593,1.0,0.04375508
,ENSG00000228577,0.624218,1.0,0.00969366
,ENSG00000271959,0.6212945,1.0,0.009698563
,ENSG00000233387,0.61333877,1.0,0.024330989
IGF2BP2-AS1,ENSG00000163915,0.60421133,1.0,0.00969366
LINC00469,ENSG00000177338,0.6024631,1.0,0.058277182
VPREB3,ENSG00000128218,0.5946914,1.0,0.03912767
,ENSG00000254066,0.592595,1.0,0.009696111
,ENSG00000226433,0.5755687,1.0,-0.015023457
GPR151,ENSG00000173250,0.575478,1.0,0.009696111
MIR194-2HG,ENSG00000229719,0.5754462,1.0,0.014633651
SCGB3A1,ENSG00000161055,0.5733999,1.0,0.009696111
ADAMDEC1,ENSG00000134028,0.56987464,1.0,0.034191355
LOC101927098,ENSG00000229771,0.56115675,1.0,-0.015023457
,ENSG00000234775,0.55227417,1.0,0.029085882
,ENSG00000286425,0.55013216,1.0,0.0047561205
ASPM,ENSG00000066279,0.54816264,1.0,0.19921647
,ENSG00000229291,0.546115,1.0,0.014631199
,ENSG00000253949,0.54461336,1.0,0.014633651
LOC124900637,ENSG00000250697,0.5356769,1.0,0.13102621
,ENSG00000273919,0.53251535,1.0,0.004751217
RIPOR3-AS1,ENSG00000234693,0.528577,1.0,0.019394673
CLIC3,ENSG00000169583,0.5191468,1.0,0.048492815
,ENSG00000229370,0.51061535,1.0,0.0484683
CXCR3,ENSG00000186810,0.5049919,1.0,0.02415815
LINC00383,ENSG00000235221,0.49700755,1.0,0.014633651
,ENSG00000288048,0.49689874,1.0,0.004753669
CTSW,ENSG00000172543,0.4938764,1.0,0.14065859
CDSN,ENSG00000204539,0.49334973,1.0,0.004751217
,ENSG00000250190,0.48485583,1.0,0.009688756
,ENSG00000286876,0.48470953,1.0,0.029071173
,ENSG00000254239,0.48128763,1.0,0.004751217
LINC00692,ENSG00000230891,0.47647116,1.0,0.00969366
MUC22,ENSG00000261272,0.4743023,1.0,0.13081293
F2R,ENSG00000181104,0.47065547,1.0,0.21817109
,ENSG00000230690,0.46563086,1.0,-0.00018877385
LOC124902897,ENSG00000255745,0.46367607,1.0,0.024153246
LOC102723851,ENSG00000276241,0.4631483,1.0,0.14027981
,ENSG00000259867,0.45819318,1.0,0.32057476
,ENSG00000225427,0.44977564,1.0,0.019384868
,ENSG00000223829,0.44930068,1.0,0.014290426
CYP4A22,ENSG00000162365,0.4463865,1.0,0.004753669
SBK3,ENSG00000231274,0.43142438,1.0,-0.00018877385
,ENSG00000271938,0.4227401,1.0,-0.00018877385
THBS1,ENSG00000137801,0.418631,1.0,0.22220643
HS3ST3A1,ENSG00000153976,0.41717616,1.0,0.13966936
,ENSG00000255045,0.41283232,1.0,0.009691208
JCHAIN,ENSG00000132465,0.41172174,1.0,0.0043932823
GATA3,ENSG00000107485,0.41097873,1.0,0.08697326
,ENSG00000285960,0.41077033,1.0,0.048279524
LRRC26,ENSG00000184709,0.4056442,1.0,0.004571024
FGFBP2,ENSG00000137441,0.40531695,1.0,0.03859322
,ENSG00000287380,0.40248248,1.0,0.004751217
,ENSG00000267695,0.39912704,1.0,0.009688756
,ENSG00000250863,0.39407662,1.0,0.014263458
KC6,ENSG00000267313,0.3904087,1.0,0.13983117
DTHD1,ENSG00000197057,0.39030626,1.0,0.13477471
,ENSG00000229925,0.3861723,1.0,0.033519614
LINC01781,ENSG00000234184,0.37664098,1.0,0.024138536
IGLC2,ENSG00000211677,0.3763772,1.0,-0.00018877385
OR7A5,ENSG00000188269,0.37029472,1.0,0.019568738
,ENSG00000250421,0.36989105,1.0,0.12078707
,ENSG00000228275,0.3693975,1.0,0.004751217
PRKAG3,ENSG00000115592,0.36236945,1.0,0.0146287475
,ENSG00000285079,0.3510169,1.0,0.024306472
CCL8,ENSG00000108700,0.34751603,1.0,0.04839475
,ENSG00000275417,0.3474565,1.0,0.014626296
H2BC13,ENSG00000185130,0.34343928,1.0,0.11558598
LINC02476,ENSG00000225546,0.34121162,1.0,0.1441227
LEF1,ENSG00000138795,0.33811423,1.0,0.07203071
TSPO2,ENSG00000112212,0.33772036,1.0,0.014626296
SIRPG,ENSG00000089012,0.3347541,1.0,0.043167923
TNF,ENSG00000232810,0.33097062,1.0,0.33630675
GZMB,ENSG00000100453,0.3277015,1.0,0.066749945
GZMH,ENSG00000100450,0.32730526,1.0,0.061952144
,ENSG00000286093,0.3244912,1.0,0.004751217
PDGFD,ENSG00000170962,0.3237953,1.0,0.44123557
,ENSG00000260971,0.31669408,1.0,0.24990225
ANP32D,ENSG00000139223,0.31564713,1.0,0.0047487654
SH2D1B,ENSG00000198574,0.3071979,1.0,0.11955881
LINC02823,ENSG00000258100,0.30560008,1.0,0.033514712
ATP12A,ENSG00000075673,0.30211645,1.0,0.023943633
,ENSG00000270792,0.30097085,1.0,0.24932612
TRGV10,ENSG00000211694,0.29955536,1.0,0.014261006
ST8SIA6,ENSG00000148488,0.29759592,1.0,0.17212008
KRT7,ENSG00000135480,0.29577622,1.0,-0.00018877385
,ENSG00000251598,0.29308563,1.0,0.13843866
ZNF385D-AS2,ENSG00000223351,0.29147905,1.0,0.023605311
MIR4300HG,ENSG00000245832,0.29082385,1.0,0.6643552
AQP9,ENSG00000103569,0.2744005,1.0,0.2830578
,ENSG00000287246,0.2673259,1.0,0.0045612175
LOC124901051,ENSG00000249797,0.26556602,1.0,0.22905868
TRGV9,ENSG00000211695,0.26529795,1.0,0.009499983
,ENSG00000250357,0.24944982,1.0,0.004746314
LINC01478,ENSG00000267337,0.24594736,1.0,0.1233772
,ENSG00000253854,0.24404679,1.0,0.009142048
DUSP2,ENSG00000158050,0.24340092,1.0,0.11832566
AREG,ENSG00000109321,0.2433848,1.0,0.051969197
,ENSG00000272512,0.24298936,1.0,0.0045612175
LINC00355,ENSG00000227674,0.24144119,1.0,0.26008132
TYR,ENSG00000077498,0.24020569,1.0,0.014248748
,ENSG00000256494,0.23799069,1.0,-0.00019122545
CST7,ENSG00000077984,0.23776045,1.0,0.21355349
H2BC7,ENSG00000277224,0.23229884,1.0,0.9572428
LINC01393,ENSG00000225535,0.22935307,1.0,0.02390686
,ENSG00000286134,0.2238504,1.0,0.26615152
,ENSG00000245662,0.22339197,1.0,0.26524442
MCEMP1,ENSG00000183019,0.22233102,1.0,0.013744943
,ENSG00000248242,0.2215778,1.0,0.07002897
CCL3L1,ENSG00000276085,0.21740957,1.0,0.06525201
,ENSG00000242908,0.21514693,1.0,0.09375686
PRKCQ-AS1,ENSG00000237943,0.20978035,1.0,0.1361464
LOC613266,ENSG00000286546,0.20884143,1.0,0.26233926
IL1RN,ENSG00000136689,0.20801479,1.0,0.03254265
CCDC33-AS1,ENSG00000277749,0.20581277,1.0,-0.00019122545
,ENSG00000280683,0.20344327,1.0,0.061057307
,ENSG00000250659,0.19617821,1.0,0.009683853
TGFBR3,ENSG00000069702,0.19571687,1.0,0.4381196
LINC00540,ENSG00000276476,0.19544506,1.0,0.089937255
TRAC,ENSG00000277734,0.19437778,1.0,0.094266795
CYP19A1,ENSG00000137869,0.19415116,1.0,0.3261718
LRIG3-DT,ENSG00000257443,0.18147953,1.0,0.023344215
MT1H,ENSG00000205358,0.17939344,1.0,0.013863846
KLRF1,ENSG00000150045,0.17868744,1.0,0.086991645
LINC01591,ENSG00000254083,0.17826527,1.0,0.11669901
MZB1,ENSG00000170476,0.17771411,1.0,0.014224232
,ENSG00000259395,0.17742938,1.0,-0.00019122545
LINC02240,ENSG00000260192,0.17737924,1.0,0.24156679
ADM,ENSG00000148926,0.17371944,1.0,0.078373015
P2RY10,ENSG00000078589,0.17198052,1.0,0.03755619
SNTB1,ENSG00000172164,0.17194657,1.0,0.35863844
PPARG,ENSG00000132170,0.16841887,1.0,2.0746884
,ENSG00000284418,0.16755104,1.0,0.32439438
NAALADL2,ENSG00000177694,0.16750252,1.0,2.74726
SIT1,ENSG00000137078,0.16548115,1.0,0.013695911
NR4A1,ENSG00000123358,0.16387364,1.0,0.2670071
,ENSG00000287421,0.16386452,1.0,0.065163754
LINC02642,ENSG00000232591,0.16320226,1.0,1.2632856
RNASE1,ENSG00000129538,0.16154857,1.0,0.59340936
CALCB,ENSG00000175868,0.15864919,1.0,0.39010975
ATP10A,ENSG00000206190,0.15747568,1.0,0.20342956
IL7R,ENSG00000168685,0.14932726,1.0,0.05916344
POU2AF1,ENSG00000110777,0.1489329,1.0,0.013323266
FAM30A,ENSG00000226777,0.14679764,1.0,0.0047487654
MOB3B,ENSG00000120162,0.14649458,1.0,1.6733822
,ENSG00000251301,0.14558272,1.0,0.09267815
,ENSG00000231170,0.14380167,1.0,0.6782497
,ENSG00000232895,0.14353698,1.0,0.13813342
LOC157273,ENSG00000248538,0.14270864,1.0,0.24985567
NUPR1,ENSG00000176046,0.14119463,1.0,0.5413458
XYLT1,ENSG00000103489,0.14014167,1.0,1.7898433
H2BC4,ENSG00000180596,0.13990913,1.0,0.7858043
,ENSG00000247134,0.13975495,1.0,0.6269131
SAMD4A,ENSG00000020577,0.13935663,1.0,2.317547
TEX41,ENSG00000226674,0.13703015,1.0,0.463126
LINC01446,ENSG00000205628,0.1365122,1.0,0.034928065
HISLA,ENSG00000258867,0.13599129,1.0,0.83135265
TNFSF18,ENSG00000120337,0.13582899,1.0,0.032400455
LOC105377862,ENSG00000271945,0.133604,1.0,0.41711912
H2BC9,ENSG00000275713,0.13186064,1.0,0.3918798
,ENSG00000230131,0.13068736,1.0,0.34444976
HS3ST2,ENSG00000122254,0.12964907,1.0,0.3783641
LINC02057,ENSG00000249279,0.1294376,1.0,1.0927432
SRGAP1,ENSG00000196935,0.12742929,1.0,2.1753097
HBA2,ENSG00000188536,0.1268544,1.0,0.03694819
OR2A14,ENSG00000221938,0.126602,1.0,0.004746314
SLC25A21,ENSG00000183032,0.12568207,1.0,0.23266867
,ENSG00000285534,0.12383456,1.0,2.1852803
EGR1,ENSG00000120738,0.12348233,1.0,0.18112484
MEI4,ENSG00000269964,0.12294471,1.0,0.3286663
,ENSG00000241754,0.121869884,1.0,-0.005133668
PCNX4-DT,ENSG00000258553,0.12127771,1.0,0.11724327
HSPH1,ENSG00000120694,0.12061002,1.0,1.8052652
DMRTC2,ENSG00000142025,0.11715325,1.0,0.0047414107
ARHGAP6,ENSG00000047648,0.11649641,1.0,1.8547251
COL25A1,ENSG00000188517,0.11544378,1.0,0.5907543
KIF26B,ENSG00000162849,0.11488719,1.0,1.430109
LINC02015,ENSG00000231574,0.114451475,1.0,0.06717652
ADAMTS19,ENSG00000145808,0.11432074,1.0,0.66177005
H1-3,ENSG00000124575,0.1139873,1.0,0.400507
,ENSG00000258312,0.112932235,1.0,0.25867411
LINC01884,ENSG00000233587,0.11221893,1.0,0.004746314
IL18R1,ENSG00000115604,0.111242905,1.0,0.20353375
SLC16A10,ENSG00000112394,0.11013428,1.0,0.31173426
,ENSG00000211829,0.10970188,1.0,0.009127338
LOC105376387,ENSG00000287277,0.108931385,1.0,0.23583737
HRH1,ENSG00000196639,0.106903,1.0,0.49086103
LINC01500,ENSG00000258583,0.106300265,1.0,0.49273652
MITF,ENSG00000187098,0.10624598,1.0,1.7422429
,ENSG00000286122,0.10587449,1.0,0.52902275
ALDH1A2,ENSG00000128918,0.105771825,1.0,0.55209
UBC,ENSG00000150991,0.10532511,1.0,1.559044
PYHIN1,ENSG00000163564,0.10530476,1.0,0.018936224
ZEB1,ENSG00000148516,0.10422322,1.0,1.6476598
MAGI1,ENSG00000151276,0.10368916,1.0,1.7323617
,ENSG00000233535,0.10238189,1.0,0.004553863
,ENSG00000273118,0.102208525,1.0,0.93314344
CAMK4,ENSG00000152495,0.1020447,1.0,0.72828585
EREG,ENSG00000124882,0.10147026,1.0,0.027791433
,ENSG00000285835,0.10061979,1.0,0.06724884
LUCAT1,ENSG00000248323,0.10039963,1.0,0.14304155
ADGRE5,ENSG00000123146,0.099053204,1.0,0.24562664
PTH2R,ENSG00000144407,0.098667294,1.0,0.4950533
,ENSG00000230258,0.09826358,1.0,0.15048218
FAM20A,ENSG00000108950,0.098203674,1.0,0.8213256
LOC105369908,ENSG00000257746,0.09789698,1.0,0.0142168775
,ENSG00000287950,0.097667545,1.0,0.35751072
CATSPERB,ENSG00000133962,0.09764887,1.0,0.06603652
,ENSG00000223725,0.09688777,1.0,0.4085299
TOX,ENSG00000198846,0.09446076,1.0,0.776813
,ENSG00000249109,0.093730524,1.0,0.0038085736
KBTBD12,ENSG00000187715,0.093020804,1.0,1.4553189
HDAC9,ENSG00000048052,0.09276665,1.0,1.6339983
LINC02542,ENSG00000226453,0.09174206,1.0,0.46061677
CENPF,ENSG00000117724,0.09155797,1.0,0.07229548
SOCS6,ENSG00000170677,0.09118386,1.0,1.6525337
,ENSG00000286481,0.091057576,1.0,0.31310472
MPPED2,ENSG00000066382,0.09094845,1.0,0.2732624
,ENSG00000286811,0.09076355,1.0,0.95186883
LINC02008,ENSG00000239440,0.0906866,1.0,0.24243465
HIVEP2,ENSG00000010818,0.089858525,1.0,1.0871928
CERNA2,ENSG00000285972,0.089348964,1.0,0.49365097
S100A6,ENSG00000197956,0.088096224,1.0,0.2470829
MT-ND1,ENSG00000198888,0.08775538,1.0,1.5549511
SEL1L3,ENSG00000091490,0.08747278,1.0,0.22769068
KHDRBS3,ENSG00000131773,0.0855532,1.0,1.5896229
BTBD9,ENSG00000183826,0.08514504,1.0,1.5616169
CREB5,ENSG00000146592,0.08464145,1.0,0.40919918
ZEB1-AS1,ENSG00000237036,0.084610604,1.0,0.33102843
,ENSG00000237410,0.08422941,1.0,0.008529145
L3MBTL4,ENSG00000154655,0.08400413,1.0,0.92840695
PPP1R3C,ENSG00000119938,0.0836613,1.0,0.031799812
,ENSG00000249307,0.08360784,1.0,0.26031914
SYNDIG1,ENSG00000101463,0.083489664,1.0,2.2692456
CPED1,ENSG00000106034,0.083238274,1.0,2.2242634
TEX14,ENSG00000121101,0.08307323,1.0,0.29877016
GRID2,ENSG00000152208,0.082873404,1.0,1.5808105
RPL37A,ENSG00000197756,0.08152101,1.0,1.2526273
TPK1,ENSG00000196511,0.08126566,1.0,1.5734252
CC2D2B,ENSG00000188649,0.08124191,1.0,0.8144979
,ENSG00000224063,0.080589466,1.0,0.28193128
NAV2,ENSG00000166833,0.07979402,1.0,1.2799847
HCG23,ENSG00000225914,0.07969933,1.0,0.34548187
CD96,ENSG00000153283,0.07948783,1.0,0.12978815
ST7-AS1,ENSG00000227199,0.07895382,1.0,0.013641975
CD247,ENSG00000198821,0.07877292,1.0,0.21071698
PRKAB1-AS1,ENSG00000248636,0.078729615,1.0,0.36286747
CADM1,ENSG00000182985,0.078725845,1.0,1.019744
FYN,ENSG00000010810,0.077712126,1.0,0.5537558
RASSF8,ENSG00000123094,0.077484034,1.0,1.7655135
LINC00298,ENSG00000236790,0.07687833,1.0,0.2757655
MCTP2,ENSG00000140563,0.07655344,1.0,0.18208341
KCNIP1,ENSG00000182132,0.07609165,1.0,1.5402328
,ENSG00000226149,0.07547024,1.0,0.5211997
STK39,ENSG00000198648,0.07509503,1.0,0.3702419
FOS,ENSG00000170345,0.074612014,1.0,0.6128433
H1-2,ENSG00000187837,0.07442535,1.0,0.25876972
HS3ST4,ENSG00000182601,0.074130595,1.0,2.2015443
NHSL1,ENSG00000135540,0.07388305,1.0,1.170507
,ENSG00000260823,0.07284174,1.0,-0.00019367707
BNC2,ENSG00000173068,0.07268576,1.0,2.366648
PRDM11,ENSG00000019485,0.07207796,1.0,0.81956536
,ENSG00000286044,0.07138617,1.0,0.5899428
MUSK,ENSG00000030304,0.070870034,1.0,0.11221992
,ENSG00000254186,0.06920555,1.0,0.29706386
GPNMB,ENSG00000136235,0.069082476,1.0,0.498032
SYTL3,ENSG00000164674,0.06887523,1.0,1.106455
GPR171,ENSG00000174946,0.068629906,1.0,0.035822902
,ENSG00000223727,0.068086065,1.0,0.52991515
RPS6KA2,ENSG00000071242,0.06798989,1.0,1.1144313
,ENSG00000234156,0.06740395,1.0,0.18709695
DSCAM,ENSG00000171587,0.067331865,1.0,0.9884272
NEK10,ENSG00000163491,0.067168996,1.0,0.8226004
LINC02899,ENSG00000248874,0.066968344,1.0,0.18782753
,ENSG00000228043,0.06667882,1.0,0.6258711
ENTPD3-AS1,ENSG00000280739,0.066624716,1.0,0.7145127
RTTN,ENSG00000176225,0.06608172,1.0,1.3047705
,ENSG00000232855,0.06601658,1.0,0.23135829
EFCAB11,ENSG00000140025,0.06600834,1.0,0.43254095
SUCLG2-DT,ENSG00000241316,0.0656593,1.0,0.44451582
GLDN,ENSG00000186417,0.065652564,1.0,1.3702383
MCOLN2,ENSG00000153898,0.06564875,1.0,0.08334488
FLNA,ENSG00000196924,0.065454446,1.0,0.12799603
FOXO3,ENSG00000118689,0.06536039,1.0,1.1649283
STPG2,ENSG00000163116,0.06491007,1.0,0.60376006
FGF13,ENSG00000129682,0.063771136,1.0,0.3386897
TBX21,ENSG00000073861,0.06371076,1.0,-0.0029787042
MTSS1,ENSG00000170873,0.063009925,1.0,1.3476713
LINC02955,ENSG00000256995,0.062314786,1.0,0.2928912
,ENSG00000284959,0.061629787,1.0,1.0248446
PLCXD3,ENSG00000182836,0.06142586,1.0,0.37736627
PLCL1,ENSG00000115896,0.061317325,1.0,1.1650362
LOC105372984,ENSG00000287684,0.06098968,1.0,1.0688535
SELENOP,ENSG00000250722,0.06033025,1.0,0.35762593
FRMD3,ENSG00000172159,0.059859715,1.0,0.54370546
,ENSG00000253582,0.059181966,1.0,0.73204046
MAGI3,ENSG00000081026,0.05796555,1.0,0.8213587
ABCB1,ENSG00000085563,0.05785338,1.0,0.02842885
LINC00548,ENSG00000215483,0.05783451,1.0,0.070372194
FCRL2,ENSG00000132704,0.05752915,1.0,-0.0063827625
ZMAT3,ENSG00000172667,0.057209577,1.0,1.1661836
CSGALNACT1,ENSG00000147408,0.057006523,1.0,0.64765364
LINC00861,ENSG00000245164,0.05638936,1.0,0.14428206
,ENSG00000224968,0.056264646,1.0,0.068657294
P2RY12,ENSG00000169313,0.056053042,1.0,1.0655793
HIVEP3,ENSG00000127124,0.056050785,1.0,1.4289911
ZNF804A,ENSG00000170396,0.05568032,1.0,0.7131937
PRR16,ENSG00000184838,0.0555824,1.0,0.4063688
,ENSG00000287150,0.05539577,1.0,0.22219294
SAMD12,ENSG00000177570,0.054711122,1.0,1.2670623
IFI44L,ENSG00000137959,0.054493327,1.0,0.65134454
AVEN,ENSG00000169857,0.053804476,1.0,0.4097079
RPS11,ENSG00000142534,0.053615548,1.0,0.6370995
IL1B,ENSG00000125538,0.052972004,1.0,0.17138214
NCK2,ENSG00000071051,0.052243754,1.0,1.6885319
THEMIS,ENSG00000172673,0.051571403,1.0,0.09933672
LGR6,ENSG00000133067,0.05127969,1.0,0.006491859
HSPA1B,ENSG00000204388,0.0508136,1.0,0.59487545
LOC100128993,ENSG00000253557,0.05079749,1.0,0.15192372
ZRANB2-DT,ENSG00000229956,0.05076016,1.0,0.1749909
ALCAM,ENSG00000170017,0.050560266,1.0,0.7640805
ZHX2,ENSG00000178764,0.050362147,1.0,0.6203464
CX3CR1,ENSG00000168329,0.05027353,1.0,0.66198087
LOC102724858,ENSG00000287352,0.050230738,1.0,0.0077715986
,ENSG00000272141,0.049476177,1.0,-0.00019612868
GLIS3,ENSG00000107249,0.049201164,1.0,0.5521684
UST,ENSG00000111962,0.04836911,1.0,0.69739187
ETS1,ENSG00000134954,0.047260135,1.0,0.24959213
STARD13,ENSG00000133121,0.04712517,1.0,1.0308841
SLAMF7,ENSG00000026751,0.047101196,1.0,0.010474497
,ENSG00000235749,0.04701942,1.0,0.08492126
MID1,ENSG00000101871,0.046768405,1.0,0.11316379
HCCS-DT,ENSG00000234129,0.04660807,1.0,0.1387978
CCL2,ENSG00000108691,0.04636086,1.0,0.011444109
ACSL1,ENSG00000151726,0.04633003,1.0,0.86170113
STEAP1B,ENSG00000105889,0.04624543,1.0,0.6687399
TGFBR1,ENSG00000106799,0.045922395,1.0,0.9478678
TMLHE-AS1,ENSG00000224533,0.045911748,1.0,0.48244712
ANGPT2,ENSG00000091879,0.045901295,1.0,0.2904359
ASMER1,ENSG00000281903,0.04546591,1.0,0.29695842
CDKN1A,ENSG00000124762,0.04517311,1.0,0.32404625
,ENSG00000257239,0.045058377,1.0,0.42473134
PMP22,ENSG00000109099,0.044617783,1.0,0.13784903
,ENSG00000286253,0.044448994,1.0,-0.0003799993
CHSY3,ENSG00000198108,0.04429969,1.0,0.65159464
PITPNC1,ENSG00000154217,0.043895792,1.0,0.7233422
FHIT,ENSG00000189283,0.043650184,1.0,1.794163
,ENSG00000287733,0.04357633,1.0,0.12116217
CCDC88C,ENSG00000015133,0.042727847,1.0,0.096112855
,ENSG00000287069,0.042588975,1.0,0.068875484
KCNK13,ENSG00000152315,0.04251557,1.0,1.3723443
RBMS3,ENSG00000144642,0.042222552,1.0,0.51645094
IKZF2,ENSG00000030419,0.041597955,1.0,0.5847062
SERPINE1,ENSG00000106366,0.041411974,1.0,0.21378271
PRKN,ENSG00000185345,0.041215982,1.0,0.49133664
TPRG1,ENSG00000188001,0.040816437,1.0,0.43792346
SAMSN1,ENSG00000155307,0.04063435,1.0,1.5987307
,ENSG00000250437,0.03962178,1.0,0.003199349
CXCR4,ENSG00000121966,0.0388509,1.0,0.15255134
SSBP2,ENSG00000145687,0.038056206,1.0,0.8796837
IGF1R,ENSG00000140443,0.037915945,1.0,0.6003695
FAM149A,ENSG00000109794,0.037796155,1.0,1.1352589
MEF2C-AS1,ENSG00000248309,0.037410855,1.0,0.92401123
IPCEF1,ENSG00000074706,0.03740576,1.0,-0.23238796
LINC02798,ENSG00000227082,0.036667038,1.0,0.7858435
SNTG2-AS1,ENSG00000235688,0.036469642,1.0,0.0047438624
EPS8,ENSG00000151491,0.035344224,1.0,1.048217
,ENSG00000273113,0.03475774,1.0,-0.00038735414
MT-ND3,ENSG00000198840,0.034594085,1.0,0.7752133
WWOX,ENSG00000186153,0.034311064,1.0,1.256974
DIRC3,ENSG00000231672,0.034143936,1.0,0.34803155
DNAJB1,ENSG00000132002,0.033983205,1.0,0.22613882
NXN,ENSG00000167693,0.03391736,1.0,0.50943196
CPA6,ENSG00000165078,0.033886127,1.0,0.30422255
LOC124902232,ENSG00000287955,0.033829365,1.0,-0.00038735414
SUGCT,ENSG00000175600,0.033628836,1.0,0.24831116
FAR2,ENSG00000064763,0.03362464,1.0,0.5226339
PCYT1B-AS1,ENSG00000236836,0.03342303,1.0,0.0043540564
RPS6,ENSG00000137154,0.0334148,1.0,0.38375762
NEXMIF,ENSG00000050030,0.03245051,1.0,0.17351013
RPL26,ENSG00000161970,0.032318857,1.0,0.40480712
LINC00578,ENSG00000228221,0.032095395,1.0,0.35516205
,ENSG00000229066,0.03201933,1.0,0.017725129
CCL4L2,ENSG00000276070,0.030201662,1.0,0.0031846394
,ENSG00000178457,0.030128295,1.0,-0.005133668
,ENSG00000259692,0.02988356,1.0,0.074239604
TBC1D14,ENSG00000132405,0.029806038,1.0,0.3453544
NR3C2,ENSG00000151623,0.029643726,1.0,0.39435104
PLTP,ENSG00000100979,0.029637503,1.0,0.19717796
LPAR1,ENSG00000198121,0.02960383,1.0,0.41706517
LINC02391,ENSG00000277851,0.029589746,1.0,0.35044518
ZFP36,ENSG00000128016,0.028463498,1.0,0.29291818
PTPRG,ENSG00000144724,0.028393691,1.0,0.53409517
S100A8,ENSG00000143546,0.027291631,1.0,0.023616344
RAP2C-AS1,ENSG00000232160,0.026952151,1.0,0.15864849
GLUL,ENSG00000135821,0.026626632,1.0,0.34915316
ANTXR2,ENSG00000163297,0.026375895,1.0,0.07287161
HIF1A-AS3,ENSG00000258667,0.02589969,1.0,0.35556167
PRKCH,ENSG00000027075,0.025811005,1.0,0.5929681
ZBTB16,ENSG00000109906,0.025565168,1.0,0.45190132
,ENSG00000253184,0.025412535,1.0,0.0642493
S100A9,ENSG00000163220,0.02521036,1.0,0.054602224
,ENSG00000284999,0.024690801,1.0,-0.015217134
TTC28,ENSG00000100154,0.02460033,1.0,0.34695408
RAB11A,ENSG00000103769,0.024463695,1.0,0.42043367
KLRB1,ENSG00000111796,0.024013035,1.0,-0.009753725
PADI2,ENSG00000117115,0.023954822,1.0,0.49322438
LRRK2,ENSG00000188906,0.023945434,1.0,0.05314842
KCNMA1,ENSG00000156113,0.023881234,1.0,1.2729781
,ENSG00000259124,0.02365236,1.0,0.22317973
,ENSG00000274441,0.02357665,1.0,0.25649217
CACNA1A,ENSG00000141837,0.023245743,1.0,0.7295349
NLGN4Y,ENSG00000165246,0.0231133,1.0,0.21613134
CFAP418-AS1,ENSG00000253773,0.022924628,1.0,0.19334856
TBL1X,ENSG00000101849,0.022647494,1.0,0.19998384
BCL11B,ENSG00000127152,0.022383964,1.0,0.16747917
ATP5F1E,ENSG00000124172,0.022148857,1.0,0.26450405
MAFB,ENSG00000204103,0.021823237,1.0,0.25513643
MB21D2,ENSG00000180611,0.021702206,1.0,0.1992361
CLDN34,ENSG00000234469,0.021584593,1.0,-0.00019612868
RASGEF1C,ENSG00000146090,0.02154736,1.0,0.72586733
KCNQ1OT1,ENSG00000269821,0.02102148,1.0,0.19580506
PVT1,ENSG00000249859,0.020478671,1.0,0.21970825
,ENSG00000285679,0.020351289,1.0,0.18765469
TNFRSF11B,ENSG00000164761,0.019996678,1.0,0.023890924
,ENSG00000258234,0.019886984,1.0,0.15348907
RFC3,ENSG00000133119,0.019772876,1.0,0.083300754
LEKR1,ENSG00000197980,0.019696388,1.0,0.032330588
,ENSG00000237877,0.019479796,1.0,0.40926415
STS,ENSG00000101846,0.019105745,1.0,0.1770331
CPM,ENSG00000135678,0.018944822,1.0,0.27460465
DPP4,ENSG00000197635,0.018803062,1.0,0.017403968
,ENSG00000287835,0.018645292,1.0,0.014414231
PHACTR2,ENSG00000112419,0.018597199,1.0,0.46974534
ELL2,ENSG00000118985,0.018447252,1.0,0.374808
MEIKIN,ENSG00000239642,0.018326169,1.0,-0.019549126
LOC101928937,ENSG00000258039,0.018195543,1.0,-0.006061602
UBASH3B,ENSG00000154127,0.018142436,1.0,0.87675893
ADAMTS17,ENSG00000140470,0.018120967,1.0,0.19965409
LOC105376944,ENSG00000189229,0.01771584,1.0,0.06570311
H2AC6,ENSG00000180573,0.017713105,1.0,0.39793772
ADGRD1,ENSG00000111452,0.017260559,1.0,0.14995386
DISP1,ENSG00000154309,0.016926266,1.0,0.77395564
SSPN,ENSG00000123096,0.016423555,1.0,0.15830772
