gene,logfoldchange,pval_adj,score
ENSG00000226679,0.0,1.0,0.0
ENSG00000267232,0.0,1.0,0.0
ENSG00000268475,0.0,1.0,0.0
ENSG00000175121,0.0,1.0,0.0
ENSG00000228923,0.0,1.0,0.0
ENSG00000273124,0.0,1.0,0.0
ENSG00000177570,-0.0011581721,1.0,0.0753513
ENSG00000186407,-0.004663327,1.0,-0.018920489
ENSG00000256128,-0.005696167,1.0,0.00826642
ENSG00000186047,-0.005760821,1.0,-0.012315043
ENSG00000197329,-0.0064285533,1.0,0.105937056
ENSG00000148488,-0.008809611,1.0,0.016194493
ENSG00000133119,-0.0089831045,1.0,-0.019647166
ENSG00000165078,-0.008997101,1.0,-0.04107834
ENSG00000148680,-0.009065371,1.0,-0.026737062
ENSG00000270792,-0.009353423,1.0,-0.0016379046
ENSG00000153208,-0.009986863,1.0,0.4223064
ENSG00000146555,-0.0102632055,1.0,0.30265093
ENSG00000128918,-0.010600123,1.0,0.062017374
ENSG00000288088,-0.010871661,1.0,0.0022415454
ENSG00000151090,-0.012986207,1.0,-0.13589995
ENSG00000156113,-0.013832294,1.0,-0.79442984
ENSG00000133112,-0.014262077,1.0,0.08930809
ENSG00000176658,-0.014734595,1.0,-0.039717264
ENSG00000255968,-0.015188642,1.0,-0.00601334
ENSG00000249738,-0.016048463,1.0,0.040117126
ENSG00000124491,-0.016311157,1.0,-0.051344078
ENSG00000123096,-0.016597515,1.0,-0.051182594
ENSG00000228789,-0.01685058,1.0,-0.028590279
ENSG00000183826,-0.017091922,1.0,0.26668623
ENSG00000287684,-0.017551973,1.0,0.13914883
ENSG00000215421,-0.018903948,1.0,-0.270062
ENSG00000026751,-0.018909948,1.0,-0.008708578
ENSG00000136235,-0.019150339,1.0,-0.085048005
ENSG00000167996,-0.020031411,1.0,-0.3685016
ENSG00000107249,-0.020184899,1.0,-0.07770435
ENSG00000110848,-0.020390866,1.0,0.006167134
ENSG00000233927,-0.020695424,1.0,-0.09435637
ENSG00000204634,-0.022195417,1.0,-0.07377491
ENSG00000271945,-0.02451288,1.0,-0.041474357
ENSG00000019582,-0.025326412,1.0,-0.35984686
ENSG00000229989,-0.02534205,1.0,0.00075743475
ENSG00000136717,-0.02694071,1.0,0.24940366
ENSG00000248309,-0.028512724,1.0,-0.16259855
ENSG00000114423,-0.028828675,1.0,-0.1159375
ENSG00000260832,-0.028874125,1.0,-0.005029059
ENSG00000182185,-0.028951092,1.0,-0.20393835
ENSG00000108950,-0.029455716,1.0,-0.10344559
ENSG00000232855,-0.030123191,1.0,0.03992873
ENSG00000257239,-0.030185461,1.0,-0.10264202
ENSG00000169372,-0.030219119,1.0,-0.1520906
ENSG00000231500,-0.03169104,1.0,-0.12078969
ENSG00000152208,-0.031844687,1.0,0.10052735
ENSG00000112419,-0.033657834,1.0,-0.17362557
ENSG00000135048,-0.03368546,1.0,-0.13158603
ENSG00000007237,-0.033751223,1.0,-0.008043419
ENSG00000133800,-0.03474126,1.0,-0.13587303
ENSG00000132405,-0.036682818,1.0,0.018470643
ENSG00000232160,-0.037855413,1.0,-0.12647623
ENSG00000100644,-0.038055815,1.0,-0.43302968
ENSG00000143947,-0.03817693,1.0,-0.16653568
ENSG00000154229,-0.03818255,1.0,-0.5588715
ENSG00000090530,-0.038477015,1.0,-0.20230813
ENSG00000127946,-0.039229315,1.0,-0.11667571
ENSG00000286811,-0.040461075,1.0,-0.1632714
ENSG00000264630,-0.041562885,1.0,-0.14590807
ENSG00000139173,-0.042463843,1.0,-0.34730497
ENSG00000153823,-0.042956,1.0,-0.14832649
ENSG00000182197,-0.044494294,1.0,-0.11160051
ENSG00000231170,-0.04609419,1.0,-0.06390904
ENSG00000163492,-0.04679088,1.0,-0.050990354
ENSG00000171044,-0.050444875,1.0,-0.60208756
ENSG00000081026,-0.051984098,1.0,-0.24703138
ENSG00000135678,-0.052159127,1.0,-0.24260212
ENSG00000130066,-0.0528194,1.0,-0.25140682
ENSG00000250938,-0.054726273,1.0,-0.15543176
ENSG00000111962,-0.054956373,1.0,-0.25189126
ENSG00000229807,-0.055669755,1.0,-0.10596397
ENSG00000287733,-0.056212686,1.0,0.060164157
ENSG00000197520,-0.056216925,1.0,-0.15233281
ENSG00000254733,-0.05688237,1.0,-0.060187224
ENSG00000204388,-0.0570949,1.0,-0.21698007
ENSG00000048052,-0.057157382,1.0,-0.48439682
ENSG00000161970,-0.05758704,1.0,-0.2745451
ENSG00000137154,-0.057820413,1.0,-0.14292832
ENSG00000120337,-0.058329377,1.0,-0.003729501
ENSG00000180611,-0.05922478,1.0,-0.13209355
ENSG00000141293,-0.05948797,1.0,-0.05847627
ENSG00000285534,-0.059585728,1.0,-0.12801032
ENSG00000258234,-0.059680007,1.0,-0.11301926
ENSG00000230258,-0.06041152,1.0,-0.031343188
ENSG00000267586,-0.06280011,1.0,-0.104699016
ENSG00000173068,-0.062888294,1.0,-0.3513113
ENSG00000150347,-0.063655555,1.0,-0.38103196
ENSG00000132170,-0.064345695,1.0,-0.27338395
ENSG00000158321,-0.06436682,1.0,-0.059718154
ENSG00000130203,-0.06532881,1.0,-0.10694056
ENSG00000167081,-0.06580458,1.0,-0.119144104
ENSG00000151623,-0.065817185,1.0,-0.3534106
ENSG00000145779,-0.06629331,1.0,-0.29233137
ENSG00000018280,-0.066751346,1.0,-0.34860453
ENSG00000170017,-0.06756004,1.0,-0.5306811
ENSG00000105697,-0.06812768,1.0,-0.25970015
ENSG00000223727,-0.06903715,1.0,-0.19581033
ENSG00000175600,-0.06913106,1.0,-0.12523049
ENSG00000169508,-0.07007341,1.0,-0.20928268
ENSG00000010803,-0.07068499,1.0,-0.36745197
ENSG00000027075,-0.071344145,1.0,0.00200701
ENSG00000151136,-0.07136468,1.0,-0.14258613
ENSG00000137393,-0.07250161,1.0,-0.4407655
ENSG00000227531,-0.075618684,1.0,-0.22587703
ENSG00000166833,-0.075766474,1.0,-0.33546284
ENSG00000047648,-0.076167636,1.0,0.14541593
ENSG00000258168,-0.07637783,1.0,-0.2702158
ENSG00000130208,-0.07711399,1.0,-0.32135227
ENSG00000260708,-0.077245004,1.0,-0.1595496
ENSG00000150991,-0.07730242,1.0,-0.28225017
ENSG00000112182,-0.07744767,1.0,-0.14068678
ENSG00000137501,-0.07880173,1.0,-0.04151665
ENSG00000150636,-0.07969786,1.0,-0.21018621
ENSG00000214787,-0.079788975,1.0,-0.2006856
ENSG00000177954,-0.082865484,1.0,-0.3216368
ENSG00000071051,-0.08302556,1.0,-0.9624996
ENSG00000118785,-0.08304705,1.0,-0.029290041
ENSG00000211689,-0.0835158,1.0,-0.0024914604
ENSG00000182162,-0.08352193,1.0,-0.18869352
ENSG00000151491,-0.08375959,1.0,-0.5755043
ENSG00000175868,-0.08431073,1.0,-0.06037178
ENSG00000154127,-0.08545843,1.0,-0.5393243
ENSG00000228221,-0.08572699,1.0,-0.3394538
ENSG00000038945,-0.08598745,1.0,-0.099335454
ENSG00000156273,-0.08642594,1.0,-0.7527517
ENSG00000144407,-0.087431446,1.0,-0.12028217
ENSG00000172164,-0.08763271,1.0,-0.1270491
ENSG00000154655,-0.08779639,1.0,-0.013103236
ENSG00000228043,-0.08892862,1.0,-0.27882826
ENSG00000169122,-0.08967717,1.0,-0.34644374
ENSG00000148737,-0.0916938,1.0,-0.1968023
ENSG00000288016,-0.092275,1.0,-0.042297155
ENSG00000249859,-0.09233133,1.0,-0.34979644
ENSG00000111452,-0.092543,1.0,-0.18392591
ENSG00000162599,-0.09261364,1.0,-0.8583235
ENSG00000259867,-0.09287314,1.0,-0.055788722
ENSG00000288064,-0.093075305,1.0,0.009404494
ENSG00000284959,-0.09464978,1.0,-0.71015465
ENSG00000163606,-0.09763728,1.0,-0.06786154
ENSG00000184903,-0.09789192,1.0,-0.38371566
ENSG00000250453,-0.0989544,1.0,-0.0076512443
ENSG00000169857,-0.09920454,1.0,-0.3256585
ENSG00000232053,-0.09965146,1.0,-0.2861181
ENSG00000160185,-0.09971869,1.0,-0.015625456
ENSG00000135821,-0.100255854,1.0,-0.3692629
ENSG00000187715,-0.10273781,1.0,-0.45097357
ENSG00000109906,-0.10365836,1.0,-0.7336544
ENSG00000248429,-0.10380697,1.0,-0.32515097
ENSG00000241316,-0.10472114,1.0,-0.25187588
ENSG00000172264,-0.10637239,1.0,-0.49244025
ENSG00000144642,-0.10655484,1.0,-0.4044317
ENSG00000164188,-0.10721055,1.0,-0.08397529
ENSG00000073282,-0.10748996,1.0,-0.044977013
ENSG00000166710,-0.109038115,1.0,-0.6715716
ENSG00000244694,-0.10938356,1.0,-0.41521266
ENSG00000165181,-0.115165085,1.0,-0.505059
ENSG00000158169,-0.11832161,1.0,-0.36223835
ENSG00000146090,-0.118697174,1.0,-0.7522288
ENSG00000253582,-0.1196305,1.0,-0.4873266
ENSG00000074966,-0.11980276,1.0,-0.16282925
ENSG00000250421,-0.1211522,1.0,-0.035411034
ENSG00000251680,-0.12196595,1.0,-0.29548413
ENSG00000080824,-0.1252747,1.0,-0.62910914
ENSG00000099725,-0.12554774,1.0,-0.3427219
ENSG00000115232,-0.12565483,1.0,-0.099458486
ENSG00000106034,-0.12672421,1.0,-1.1259863
ENSG00000185420,-0.12734161,1.0,0.15824619
ENSG00000140470,-0.12939975,1.0,-0.41647378
ENSG00000275713,-0.12973632,1.0,-0.16105293
ENSG00000132002,-0.1300215,1.0,-0.2533677
ENSG00000256995,-0.13047083,1.0,-0.24447456
ENSG00000261008,-0.13075888,1.0,-0.28136203
ENSG00000236790,-0.13081498,1.0,-0.17974657
ENSG00000182866,-0.13106693,1.0,-0.009304528
ENSG00000182601,-0.13133252,1.0,-0.15262502
ENSG00000179388,-0.13174511,1.0,-0.03302723
ENSG00000187837,-0.13193136,1.0,-0.12282746
ENSG00000177694,-0.13277684,1.0,-0.7355806
ENSG00000157388,-0.13381124,1.0,-0.6131223
ENSG00000121297,-0.13403192,1.0,-0.31712294
ENSG00000170458,-0.13537674,1.0,-0.6530779
ENSG00000260314,-0.13619147,1.0,-0.551697
ENSG00000224957,-0.13622805,1.0,-0.29979035
ENSG00000189283,-0.13674262,1.0,-0.67342484
ENSG00000229267,-0.13726611,1.0,-0.086670525
ENSG00000228061,-0.13858163,1.0,-0.3259007
ENSG00000124575,-0.13900873,1.0,-0.20916733
ENSG00000053524,-0.13917245,1.0,-0.5631662
ENSG00000276241,-0.14054851,1.0,0.0040640025
ENSG00000171889,-0.14075336,1.0,-0.38606873
ENSG00000266846,-0.14103621,1.0,-0.3971188
ENSG00000105889,-0.14401361,1.0,-0.5772191
ENSG00000221882,-0.14506072,1.0,-0.23140593
ENSG00000154309,-0.14525472,1.0,-0.86800486
ENSG00000227674,-0.14539258,1.0,-0.015986871
ENSG00000234428,-0.14588667,1.0,-0.5918526
ENSG00000100979,-0.14607483,1.0,-0.31425852
ENSG00000143919,-0.14681287,1.0,-0.72898287
ENSG00000183032,-0.14956108,1.0,-0.07169485
ENSG00000255240,-0.15016226,1.0,-0.26214162
ENSG00000143878,-0.15041363,1.0,-0.24981505
ENSG00000156011,-0.1510548,1.0,-0.66603506
ENSG00000089009,-0.151688,1.0,-0.6117766
ENSG00000153936,-0.15199746,1.0,-0.7574501
ENSG00000176771,-0.15349074,1.0,-0.6828793
ENSG00000122884,-0.15350394,1.0,-0.8910355
ENSG00000186468,-0.15397695,1.0,-0.60953116
ENSG00000198108,-0.15433191,1.0,-1.0799828
ENSG00000164120,-0.15585536,1.0,-0.005190543
ENSG00000198121,-0.15595424,1.0,-0.60189533
ENSG00000122574,-0.15764388,1.0,-0.48040587
ENSG00000171791,-0.15767501,1.0,-0.67702746
ENSG00000227110,-0.15785809,1.0,-0.35564828
ENSG00000226674,-0.16028307,1.0,-0.19927838
ENSG00000184588,-0.16030142,1.0,-0.780227
ENSG00000167984,-0.16035092,1.0,-0.05682683
ENSG00000250125,-0.16161151,1.0,-0.7231156
ENSG00000204287,-0.1619023,1.0,-0.79489124
ENSG00000120162,-0.16299134,1.0,-0.55535346
ENSG00000188641,-0.16358852,1.0,-1.8606788
ENSG00000172159,-0.16386136,1.0,-0.47164732
ENSG00000134242,-0.16418964,1.0,-0.2523911
ENSG00000172667,-0.16427551,1.0,-0.78973144
ENSG00000155659,-0.16709498,1.0,-1.0707359
ENSG00000140443,-0.16906236,1.0,-0.7221621
ENSG00000286122,-0.17269816,1.0,-0.28302684
ENSG00000232591,-0.17269868,1.0,-0.40425485
ENSG00000262655,-0.17320406,1.0,-0.24547806
ENSG00000143476,-0.1734228,1.0,-0.031919915
ENSG00000198574,-0.17346576,1.0,-0.02214247
ENSG00000228340,-0.17360757,1.0,-1.5659752
ENSG00000182389,-0.17644894,1.0,-0.9713082
ENSG00000030304,-0.17720306,1.0,-0.10567945
ENSG00000103769,-0.18111609,1.0,-1.0066116
ENSG00000137818,-0.18158826,1.0,-0.61554456
ENSG00000198846,-0.18230468,1.0,-0.46538407
ENSG00000132122,-0.18365681,1.0,-1.36875
ENSG00000108107,-0.18472265,1.0,-0.7455157
ENSG00000164674,-0.18524118,1.0,-0.8733261
ENSG00000185261,-0.18591677,1.0,-0.6519245
ENSG00000286072,-0.18725605,1.0,-0.04978307
ENSG00000115604,-0.18794823,1.0,-0.09346822
ENSG00000118181,-0.18869998,1.0,-0.7866402
ENSG00000287150,-0.1887762,1.0,-0.34602848
ENSG00000188517,-0.19151887,1.0,-0.30734164
ENSG00000030419,-0.192282,1.0,-0.7536591
ENSG00000064763,-0.19252516,1.0,-0.8845377
ENSG00000188906,-0.19438739,1.0,-0.6991392
ENSG00000196935,-0.19462776,1.0,0.5963049
ENSG00000091831,-0.1948748,1.0,-0.6322773
ENSG00000186153,-0.1964155,1.0,-1.259168
ENSG00000285572,-0.19729845,1.0,-0.24761964
ENSG00000180573,-0.19731914,1.0,-1.0961273
ENSG00000106211,-0.19770479,1.0,-0.54463786
ENSG00000228655,-0.19926862,1.0,-0.9399573
ENSG00000118985,-0.19941586,1.0,-1.1629392
ENSG00000101871,-0.2008954,1.0,-0.18010029
ENSG00000137959,-0.20189933,1.0,-0.6919493
ENSG00000170677,-0.2038327,1.0,-0.9582203
ENSG00000154217,-0.20640026,1.0,-0.9795323
ENSG00000116678,-0.2147204,1.0,-0.7136727
ENSG00000226688,-0.21491843,1.0,-1.2360028
ENSG00000026508,-0.2182968,1.0,-0.20964794
ENSG00000249631,-0.219034,1.0,-0.25233728
ENSG00000163220,-0.21959819,1.0,-0.33216396
ENSG00000204472,-0.22054681,1.0,-0.7713262
ENSG00000167693,-0.2223376,1.0,-0.88048905
ENSG00000148516,-0.22382163,1.0,-0.99793375
ENSG00000286546,-0.22575712,1.0,-0.06711564
ENSG00000198242,-0.2272188,1.0,-0.82391214
ENSG00000253496,-0.22949874,1.0,-0.2556823
ENSG00000286458,-0.2296803,1.0,-0.27229586
ENSG00000184178,-0.23155509,1.0,-1.0754459
ENSG00000273338,-0.23639935,1.0,-0.3280346
ENSG00000148200,-0.24294852,1.0,-0.9293378
ENSG00000197635,-0.2437995,1.0,-0.061156128
ENSG00000059804,-0.2464172,1.0,-0.96340317
ENSG00000197555,-0.24839698,1.0,-1.4864138
ENSG00000145287,-0.24977598,1.0,-0.5819867
ENSG00000112297,-0.25146964,1.0,-0.26937377
ENSG00000109099,-0.25188613,1.0,-0.2328439
ENSG00000090104,-0.25359502,1.0,-1.1897954
ENSG00000157483,-0.25428507,1.0,-1.1566144
ENSG00000122547,-0.25508443,1.0,-0.7750057
ENSG00000163116,-0.25547695,1.0,-0.69640166
ENSG00000168209,-0.25765303,1.0,-0.9149889
ENSG00000241343,-0.25879562,1.0,-1.0164428
ENSG00000198821,-0.26044264,1.0,-0.30344296
ENSG00000236204,-0.26152498,1.0,-0.6432505
ENSG00000152495,-0.2615556,1.0,-0.50904995
ENSG00000251438,-0.26271793,1.0,-0.011819058
ENSG00000135272,-0.26357526,1.0,-0.17079961
ENSG00000153283,-0.2709605,1.0,-0.10277274
ENSG00000077984,-0.2721833,1.0,-0.10068499
ENSG00000151726,-0.272286,1.0,-1.5512801
ENSG00000131773,-0.27285966,1.0,-1.6469246
ENSG00000159267,-0.27708584,1.0,-1.1045321
ENSG00000125538,-0.28154907,1.0,-0.29897526
ENSG00000265972,-0.28262275,1.0,-1.5790169
ENSG00000144724,-0.28305808,1.0,-1.2364641
ENSG00000287555,-0.28327826,1.0,-0.86160314
ENSG00000275395,-0.28332272,1.0,-1.2943368
ENSG00000112699,-0.28424284,1.0,-1.4218588
ENSG00000211448,-0.28456908,1.0,-0.1298097
ENSG00000087116,-0.28502512,1.0,-0.25562847
ENSG00000177575,-0.28504422,1.0,-1.4334471
ENSG00000123358,-0.2854624,1.0,-0.11307693
ENSG00000133106,-0.28764245,1.0,-1.6456096
ENSG00000277224,-0.28879702,1.0,-0.36130792
ENSG00000248874,-0.29093677,1.0,-0.29079342
ENSG00000280739,-0.29387853,1.0,-1.0110639
ENSG00000251003,-0.29443315,1.0,-0.679815
ENSG00000163297,-0.29443592,1.0,-0.2414256
ENSG00000170396,-0.2974172,1.0,-1.1855007
ENSG00000258867,-0.30013657,1.0,-0.5769346
ENSG00000274441,-0.30398542,1.0,-1.4783896
ENSG00000072274,-0.30501622,1.0,-0.89893275
ENSG00000203710,-0.30945712,1.0,-0.16558215
ENSG00000105835,-0.3101039,1.0,-0.99458486
ENSG00000145703,-0.31135315,1.0,-1.0201223
ENSG00000151276,-0.31222042,1.0,-1.7979078
ENSG00000271503,-0.31252328,1.0,-0.13170137
ENSG00000134215,-0.31486282,1.0,-0.3498349
ENSG00000111796,-0.31643763,1.0,-0.035776295
ENSG00000106462,-0.31685367,1.0,-0.5502321
ENSG00000122254,-0.31704912,1.0,-0.2992867
ENSG00000146592,-0.31911975,1.0,-0.54591435
ENSG00000120129,-0.32288295,1.0,-0.9578743
ENSG00000285219,-0.32363075,1.0,-0.8539827
ENSG00000250722,-0.3256842,1.0,-0.57835716
ENSG00000229140,-0.32691464,1.0,-1.3195398
ENSG00000121966,-0.3284857,1.0,-0.5625241
ENSG00000128016,-0.33775026,1.0,-1.193798
ENSG00000153976,-0.33903468,1.0,-0.012268905
ENSG00000169071,-0.33921763,1.0,-0.38469994
ENSG00000138378,-0.33935794,1.0,-0.42320994
ENSG00000287069,-0.3396266,1.0,-0.17576331
ENSG00000230426,-0.34118965,1.0,-0.29038587
ENSG00000254186,-0.34260473,1.0,-0.40297452
ENSG00000176046,-0.34374848,1.0,-0.37806374
ENSG00000065675,-0.35201576,1.0,-0.6143988
ENSG00000178878,-0.35291165,1.0,-0.4013174
ENSG00000124496,-0.35411423,1.0,-1.4134078
ENSG00000172673,-0.35796487,1.0,-0.123811744
ENSG00000177675,-0.3592628,1.0,-1.3711107
ENSG00000170345,-0.3613093,1.0,-0.95429856
ENSG00000180509,-0.36451197,1.0,-0.19940142
ENSG00000127124,-0.3655103,1.0,-2.0066562
ENSG00000234323,-0.36631685,1.0,-0.41497812
ENSG00000010810,-0.37108472,1.0,-0.7682234
ENSG00000232878,-0.3721239,1.0,-1.0860845
ENSG00000255886,-0.37288418,1.0,-1.0459597
ENSG00000231304,-0.3774857,1.0,-0.788405
ENSG00000145808,-0.3859825,1.0,-0.6463571
ENSG00000234156,-0.38691318,1.0,-0.41403612
ENSG00000152315,-0.39132178,1.0,-2.3316917
ENSG00000064655,-0.39190158,1.0,-0.566046
ENSG00000259124,-0.39937025,1.0,-1.0783256
ENSG00000152518,-0.40042666,1.0,-1.9844829
ENSG00000129538,-0.4009047,1.0,-0.37089697
ENSG00000258583,-0.4051413,1.0,-0.5200078
ENSG00000091879,-0.41649368,1.0,-0.9356818
ENSG00000242258,-0.4204099,1.0,-0.31478527
ENSG00000054654,-0.42426074,1.0,-0.4192805
ENSG00000223685,-0.42442718,1.0,-0.736588
ENSG00000287277,-0.4246734,1.0,-0.3057345
ENSG00000231079,-0.42475727,1.0,-0.28494155
ENSG00000271893,-0.42494065,1.0,-0.04487705
ENSG00000236256,-0.42881,1.0,-1.4134232
ENSG00000145428,-0.42911112,1.0,-1.1030787
ENSG00000120694,-0.43005317,1.0,-1.9015995
ENSG00000159674,-0.4304324,1.0,-0.21120895
ENSG00000248636,-0.44022048,1.0,-0.6895425
ENSG00000286121,-0.44176197,1.0,-0.36070812
ENSG00000015133,-0.4440776,1.0,-0.19505675
ENSG00000226149,-0.44494992,1.0,-1.0180807
ENSG00000179088,-0.44694126,1.0,-0.6859744
ENSG00000132204,-0.44927868,1.0,-0.11067006
ENSG00000253557,-0.45198855,1.0,-0.4166314
ENSG00000140563,-0.45785534,1.0,-0.2940308
ENSG00000137869,-0.45874813,1.0,-0.19612561
ENSG00000229619,-0.46149033,1.0,-0.09740534
ENSG00000134954,-0.46924385,1.0,-0.63559157
ENSG00000287950,-0.47876245,1.0,-0.54108524
ENSG00000286746,-0.4790243,1.0,-0.6070013
ENSG00000285744,-0.48020038,1.0,-0.09617883
ENSG00000259692,-0.48021147,1.0,-0.317146
ENSG00000197540,-0.4829378,1.0,-0.018639816
ENSG00000023445,-0.49346992,1.0,-0.11837513
ENSG00000286134,-0.5096523,1.0,-0.16545144
ENSG00000182985,-0.51828325,1.0,-1.9612254
ENSG00000169442,-0.53360915,1.0,-0.039794162
ENSG00000124762,-0.5350856,1.0,-1.1948783
ENSG00000230131,-0.5474608,1.0,-0.34332556
ENSG00000184838,-0.5491969,1.0,-0.9528068
ENSG00000133067,-0.55214244,1.0,-0.052951224
ENSG00000125726,-0.5571046,1.0,-0.042462483
ENSG00000249307,-0.56160176,1.0,-0.44593298
ENSG00000128849,-0.5628739,1.0,-1.0892835
ENSG00000257335,-0.5669185,1.0,-1.2620093
ENSG00000226272,-0.579997,1.0,-1.0896679
ENSG00000249332,-0.5827061,1.0,-0.027952034
ENSG00000225914,-0.5865754,1.0,-0.5820751
ENSG00000249534,-0.5945047,1.0,-0.20787546
ENSG00000273802,-0.5960636,1.0,-0.7849946
ENSG00000205045,-0.6005425,1.0,-0.18238798
ENSG00000232895,-0.60716313,1.0,-0.19028914
ENSG00000087074,-0.6074297,1.0,-0.5415851
ENSG00000236230,-0.6089737,1.0,-0.49639276
ENSG00000026025,-0.6096819,1.0,-0.53290343
ENSG00000180596,-0.61525106,1.0,-0.87604827
ENSG00000115607,-0.62079287,1.0,-0.076673925
ENSG00000196924,-0.64556485,1.0,-0.36836705
ENSG00000206190,-0.6542961,1.0,-0.19689459
ENSG00000248323,-0.67343694,1.0,-0.2911702
ENSG00000196639,-0.67630714,1.0,-0.9485621
ENSG00000125144,-0.6764602,1.0,-0.12303124
ENSG00000123146,-0.7003667,1.0,-0.57931453
ENSG00000284999,-0.7012137,1.0,-0.21945615
ENSG00000172575,-0.7074687,1.0,-0.5927984
ENSG00000243055,-0.70958257,1.0,-0.58598536
ENSG00000253980,-0.70965517,1.0,-0.05581948
ENSG00000224968,-0.7101858,1.0,-0.24753506
ENSG00000165929,-0.7310184,1.0,-0.15440904
ENSG00000112394,-0.735924,1.0,-0.6225729
ENSG00000113263,-0.74943244,1.0,-0.18884347
ENSG00000261272,-0.7527174,1.0,-0.062494133
ENSG00000229956,-0.7570498,1.0,-0.9888561
ENSG00000164756,-0.75978273,1.0,-0.063786
ENSG00000254083,-0.7658566,1.0,-0.11064315
ENSG00000004468,-0.7860571,1.0,-0.106794454
ENSG00000258553,-0.78722864,1.0,-0.23728085
ENSG00000239440,-0.7882627,1.0,-0.61081535
ENSG00000160654,-0.79054314,1.0,-0.06909958
ENSG00000100453,-0.79433733,1.0,-0.037448805
ENSG00000170962,-0.80601895,1.0,-0.26697075
ENSG00000049192,-0.8241863,1.0,-0.3613502
ENSG00000277734,-0.8316002,1.0,-0.116544984
ENSG00000251129,-0.837429,1.0,-0.18520625
ENSG00000197956,-0.84083325,1.0,-0.6445654
ENSG00000213809,-0.86079323,1.0,-0.1177984
ENSG00000260192,-0.8755139,1.0,-0.27240738
ENSG00000126759,-0.88268596,1.0,-0.09158424
ENSG00000213145,-0.8828009,1.0,-0.056065552
ENSG00000164483,-0.9201486,1.0,-0.3445905
ENSG00000253184,-0.92870504,1.0,-0.23688868
ENSG00000069702,-0.9299187,1.0,-0.50542045
ENSG00000150045,-0.9336896,1.0,-0.18967012
ENSG00000085265,-0.93613374,1.0,-0.096982405
ENSG00000160593,-0.94276965,1.0,-0.23588133
ENSG00000224063,-0.94848317,1.0,-0.82451195
ENSG00000287335,-0.9720996,1.0,-0.5194003
ENSG00000163564,-1.0100385,1.0,-0.1953605
ENSG00000283683,-1.01289,1.0,-0.25957328
ENSG00000124203,-1.021231,1.0,-0.511749
ENSG00000234663,-1.0290678,1.0,-0.2550825
ENSG00000259786,-1.0330209,1.0,-0.118229024
ENSG00000153898,-1.0336627,1.0,-0.34334478
ENSG00000008517,-1.037013,1.0,-0.10762494
ENSG00000245662,-1.0379516,1.0,-0.2881328
ENSG00000253298,-1.0442818,1.0,-0.22011746
ENSG00000119938,-1.047075,1.0,-0.20752174
ENSG00000145649,-1.1035107,1.0,-0.12216615
ENSG00000131747,-1.1050624,1.0,-0.09991218
ENSG00000146285,-1.1073914,1.0,-0.28698704
ENSG00000237943,-1.1343423,1.0,-0.20395757
ENSG00000108691,-1.1362097,1.0,-0.21043614
ENSG00000137812,-1.1371725,1.0,-0.31401628
ENSG00000258312,-1.1483874,1.0,-0.5887921
ENSG00000103569,-1.1963328,1.0,-0.3499656
ENSG00000213949,-1.203422,1.0,-0.2784284
ENSG00000225546,-1.304443,1.0,-0.11472253
ENSG00000211772,-1.3119614,1.0,-0.108155526
ENSG00000227757,-1.3321362,1.0,-0.21102823
ENSG00000260971,-1.3393629,1.0,-0.32903427
ENSG00000238121,-1.3699684,1.0,-0.14258228
ENSG00000276085,-1.3772051,1.0,-0.12542658
ENSG00000284418,-1.37878,1.0,-0.6048097
ENSG00000205549,-1.4039901,1.0,-0.17538652
ENSG00000181104,-1.4813417,1.0,-0.15068722
ENSG00000168685,-1.5798879,1.0,-0.16412881
ENSG00000236213,-1.5919691,1.0,-0.17341027
ENSG00000158050,-1.6708066,1.0,-0.19587955
ENSG00000251598,-1.7009485,1.0,-0.15371697
ENSG00000120738,-1.7752517,1.0,-0.46551862
ENSG00000148926,-1.7774698,1.0,-0.19351882
ENSG00000133962,-1.9536753,1.0,-0.2703696
ENSG00000100351,-2.0262296,1.0,-0.31666154
ENSG00000189229,-2.484817,1.0,-0.36859775
ENSG00000249605,-16.435987,1.0,-0.0013341617
ENSG00000233332,-16.50341,1.0,-0.0013341617
ENSG00000269446,-16.540985,1.0,-0.0013341617
ENSG00000163623,-16.74346,1.0,-0.0013341617
ENSG00000227960,-16.754463,1.0,-0.0013341617
ENSG00000259278,-16.75494,1.0,-0.0013341617
ENSG00000230260,-16.790197,1.0,-0.0013341617
ENSG00000231892,-16.807484,1.0,-0.0013341617
ENSG00000237002,-16.822819,1.0,-0.0013341617
ENSG00000238034,-16.822851,1.0,-0.0013341617
ENSG00000270118,-16.838352,1.0,-0.0013341617
ENSG00000253380,-16.84106,1.0,-0.0013341617
ENSG00000178591,-16.849216,1.0,-0.0013341617
ENSG00000285593,-16.856283,1.0,-0.0013341617
ENSG00000228730,-16.861296,1.0,-0.0013341617
ENSG00000206026,-16.897293,1.0,-0.0013341617
ENSG00000236556,-16.910048,1.0,-0.0013341617
ENSG00000153303,-16.913857,1.0,-0.0013341617
ENSG00000234556,-16.938646,1.0,-0.0013341617
ENSG00000273406,-16.941185,1.0,-0.0013341617
ENSG00000237571,-16.958475,1.0,-0.0013341617
ENSG00000204174,-16.96705,1.0,-0.0013341617
ENSG00000260620,-16.973993,1.0,-0.0013341617
ENSG00000155833,-16.975256,1.0,-0.0013341617
