scVI_clusters,AD_High,AD_Low_Int,Control,Reference
0,52.54379059240307,34.12714032670734,12.950206652233812,0.3788624286557764
1,67.03841387856258,28.035935563816604,4.925650557620818,0.0
2,53.602305475504316,39.76945244956772,6.628242074927954,0.0
3,57.26744186046512,28.488372093023255,14.244186046511627,0.0
4,46.49122807017544,43.859649122807014,9.649122807017543,0.0
