"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ENSG00000010818",7.74062889271427e-73,0.85690842696649,0.442,0.276,2.7466073500018e-68
"ENSG00000180530",1.25972934000616e-72,-0.502371745523868,0.569,0.725,4.46989761714385e-68
"ENSG00000187554",1.87435603889483e-72,-1.14098758913697,0.235,0.406,6.65077753281054e-68
"ENSG00000225689",3.15687616908073e-72,-0.869793931656138,0.333,0.507,1.12015437107492e-67
"ENSG00000109685",7.06448277540018e-72,0.846401440953054,0.453,0.295,2.50669042319525e-67
"ENSG00000132199",1.54625773175439e-71,1.04704075465213,0.285,0.145,5.4865863095841e-67
"ENSG00000135077",2.34952373195481e-71,-0.733225532105591,0.377,0.553,8.33681505809524e-67
"ENSG00000163291",2.3858636489622e-71,-1.46706727980273,0.15,0.32,8.46575998561256e-67
"ENSG00000120899",3.26401167088009e-71,0.607815394720857,0.63,0.478,1.15816926117838e-66
"ENSG00000119900",1.33824688835925e-70,-0.686424824065718,0.445,0.599,4.74850143396512e-66
"ENSG00000152208",2.04656980815738e-70,-0.957929482318289,0.405,0.543,7.26184365028485e-66
"ENSG00000163110",2.99553068299173e-70,0.890544818479047,0.388,0.232,1.06290415224595e-65
"ENSG00000206503",3.11437051267001e-70,0.972609915817918,0.457,0.306,1.1050720890107e-65
"ENSG00000244694",3.5101585876336e-70,-1.88127541314099,0.098,0.257,1.24550957165003e-65
"ENSG00000089041",5.77499969392348e-70,-0.887438230732671,0.319,0.489,2.04914314139487e-65
"ENSG00000259678",7.83442204673313e-70,-1.77842431110683,0.105,0.265,2.77988797484232e-65
"ENSG00000095303",1.17358447163665e-69,-1.75489255569092,0.101,0.262,4.16422978070833e-65
"ENSG00000068028",1.61771965737614e-69,0.868087699383222,0.395,0.231,5.74015466026774e-65
"ENSG00000070950",1.94918093187727e-69,1.05827372146127,0.252,0.122,6.91627870058012e-65
"ENSG00000100154",4.1245324756999e-69,-0.63214538213537,0.459,0.622,1.4635078583526e-64
"ENSG00000112033",5.09980201687112e-69,-0.697835031774361,0.428,0.585,1.80956274964638e-64
"ENSG00000242574",9.07540205039585e-69,-1.20017041474365,0.196,0.366,3.22022490954196e-64
"ENSG00000148154",1.38575121745764e-68,-0.81026194816135,0.363,0.522,4.91706104490496e-64
"ENSG00000111885",2.14002984986019e-68,0.670520940180471,0.635,0.507,7.59346791625893e-64
"ENSG00000108239",3.36117875715929e-68,-0.647054517345581,0.437,0.605,1.19264705840283e-63
"ENSG00000143891",7.17364699097907e-68,1.05625434337929,0.298,0.159,2.5454251618091e-63
"ENSG00000123124",8.95395294844244e-68,0.714650439822986,0.539,0.383,3.17713112469583e-63
"ENSG00000146416",9.97778657700779e-68,-0.81562206660706,0.35,0.514,3.54041801111967e-63
"ENSG00000231389",1.03397804710772e-67,-1.22181037696926,0.188,0.357,3.66886430455234e-63
"ENSG00000069493",1.21604498538645e-67,0.806134384171504,0.519,0.369,4.31489242164675e-63
"ENSG00000157557",3.07170494767226e-67,-0.808830817380825,0.332,0.504,1.08993306658255e-62
"ENSG00000171488",6.91261561601178e-67,-0.717423626772717,0.388,0.554,2.45280339902946e-62
"ENSG00000228253",1.66397348266074e-66,0.964793904756379,0.285,0.149,5.90427710852511e-62
"ENSG00000143164",1.92710043693903e-66,-0.534528569442865,0.554,0.669,6.83793048039077e-62
"ENSG00000168785",4.94083713500445e-66,0.959339906943461,0.393,0.244,1.75315724061363e-61
"ENSG00000277443",6.8528490624938e-66,-1.05805935648374,0.234,0.4,2.43159643284468e-61
"ENSG00000245864",8.14690285546711e-66,-1.73112727057538,0.097,0.252,2.89076554020539e-61
"ENSG00000173542",1.31550285280321e-65,-0.700433387585341,0.405,0.559,4.66779877260162e-61
"ENSG00000170458",1.47550999246508e-65,-1.00759861520028,0.273,0.436,5.23555210626383e-61
"ENSG00000127314",2.5517139286902e-65,0.501532422219465,0.714,0.586,9.05424653317142e-61
"ENSG00000180776",2.58917292145192e-65,0.826493829500824,0.444,0.292,9.18716227718785e-61
"ENSG00000286071",3.07733344023658e-65,-1.32299859165629,0.164,0.325,1.09193022459915e-60
"ENSG00000184588",5.20706661241915e-65,0.533425460909734,0.707,0.604,1.84762344608469e-60
"ENSG00000132669",6.33981583724773e-65,-0.587713389995404,0.461,0.627,2.24955685353061e-60
"ENSG00000173372",8.88188183396169e-65,-0.908235798671998,0.295,0.463,3.15155813114463e-60
"ENSG00000250155",9.21107529198231e-65,-1.51063216860809,0.131,0.287,3.26836584585408e-60
"ENSG00000132182",1.49108269552404e-64,0.985494212194706,0.341,0.201,5.29080872852793e-60
"ENSG00000133302",6.16681741528899e-64,1.03414054438127,0.275,0.143,2.18817182346699e-59
"ENSG00000131018",1.41881346206327e-63,0.688409398681362,0.574,0.424,5.0343758074391e-59
"ENSG00000105889",3.16189249364902e-63,-1.465506455243,0.144,0.3,1.12193431352148e-58
"ENSG00000228526",4.07355556070412e-63,-0.943110677008488,0.262,0.427,1.44541971960464e-58
"ENSG00000132294",4.31841031969515e-63,0.622862602681054,0.547,0.379,1.53230153373743e-58
"ENSG00000105697",6.18097325803377e-63,-1.29047909789209,0.131,0.296,2.19319474114812e-58
"ENSG00000141664",6.42769515357723e-63,0.77592595043369,0.449,0.294,2.28073907134381e-58
"ENSG00000169896",8.44013899673111e-63,-0.769283662492836,0.347,0.507,2.9948145202101e-58
"ENSG00000109452",1.0410988695609e-62,1.01592042664925,0.406,0.266,3.69413111886294e-58
"ENSG00000107242",1.32721421958119e-62,-1.08090700051421,0.213,0.376,4.70935421533994e-58
"ENSG00000198019",1.56353884519106e-62,-1.60012294328895,0.114,0.265,5.54790488439144e-58
"ENSG00000159733",2.75007816014055e-62,1.1364217808646,0.304,0.174,9.75810233562671e-58
"ENSG00000144677",3.14843688125857e-62,0.952677543798353,0.284,0.151,1.11715985857698e-57
"ENSG00000088387",5.65065571731417e-62,1.14597272432328,0.278,0.152,2.00502216817459e-57
"ENSG00000105939",9.0356921643977e-62,0.593386296859675,0.6,0.438,3.20613465069324e-57
"ENSG00000187514",1.27277952212643e-61,0.645983785922605,0.56,0.408,4.51620357836122e-57
"ENSG00000169403",2.27200723992964e-61,-1.19002291497007,0.188,0.346,8.06176328944232e-57
"ENSG00000085871",2.34073270216207e-61,-1.02104081418395,0.25,0.407,8.30562184708166e-57
"ENSG00000166444",2.49319056131249e-61,-1.28210054645866,0.161,0.319,8.84658806870511e-57
"ENSG00000179981",4.0365220273782e-61,1.04011321421504,0.251,0.127,1.43227911097461e-56
"ENSG00000170153",5.83686065123766e-61,-0.621482246461832,0.402,0.584,2.07109326487866e-56
"ENSG00000164924",5.85335516711877e-61,0.616105420212997,0.579,0.423,2.07694601394875e-56
"ENSG00000214787",1.0096464051305e-60,1.01464358336815,0.277,0.149,3.58252833932454e-56
"ENSG00000069667",1.34349750500829e-60,0.65651031584288,0.584,0.442,4.76713219702091e-56
"ENSG00000253320",1.42970931111226e-60,-1.33643550264673,0.154,0.309,5.07303754861965e-56
"ENSG00000173436",2.76399058969837e-60,-1.33549377895902,0.161,0.313,9.80746780942672e-56
"ENSG00000159110",7.06436847870453e-60,0.590585824800398,0.59,0.433,2.50664986729873e-55
"ENSG00000184007",9.1223623849763e-60,0.705869541685564,0.481,0.323,3.23688784506114e-55
"ENSG00000146192",9.37961812625337e-60,-0.531479857392728,0.491,0.651,3.32816989973848e-55
"ENSG00000066027",1.02185080365249e-59,0.849736046529676,0.389,0.243,3.62583320660014e-55
"ENSG00000182621",1.21413927403581e-59,0.618289635125175,0.662,0.54,4.30813038606128e-55
"ENSG00000108107",1.88092674472119e-59,0.695199720564934,0.557,0.414,6.67409236829419e-55
"ENSG00000137942",2.16401281564891e-59,-0.813035753656123,0.305,0.466,7.67856667376704e-55
"ENSG00000144668",2.87787333378949e-59,-0.714211708175084,0.359,0.519,1.02115579502852e-54
"ENSG00000197081",3.11343023021296e-59,0.541146137766963,0.616,0.462,1.10473844858646e-54
"ENSG00000100242",3.61470901622405e-59,1.04745613982541,0.281,0.154,1.28260720022678e-54
"ENSG00000130816",5.32314512182668e-59,0.848701456442463,0.321,0.182,1.88881158357776e-54
"ENSG00000196605",6.26342149694998e-59,-0.744139887791811,0.356,0.509,2.22244984976276e-54
"ENSG00000116729",1.62293073633742e-58,0.912895352057565,0.327,0.192,5.75864513174605e-54
"ENSG00000206199",3.17451107039797e-58,-0.833022904577618,0.325,0.478,1.12641176310931e-53
"ENSG00000239213",5.09612408660443e-58,-1.34918823585411,0.133,0.283,1.80825770964985e-53
"ENSG00000100345",1.00399653708368e-57,0.658751731991221,0.552,0.406,3.56248091253402e-53
"ENSG00000181690",2.7402633184093e-57,-1.16836013736599,0.161,0.315,9.7232763327117e-53
"ENSG00000006576",3.0194475326737e-57,0.612177802655673,0.539,0.378,1.07139056801861e-52
"ENSG00000183087",3.88168615559547e-57,-0.786568677644805,0.33,0.481,1.37733869858994e-52
"ENSG00000177663",4.58121559264553e-57,-0.528019377529962,0.513,0.64,1.62555272873841e-52
"ENSG00000075618",4.72174915365897e-57,-1.32355684670913,0.152,0.299,1.67541825219281e-52
"ENSG00000117676",9.55449593597568e-57,-0.829668062939224,0.312,0.462,3.39022179296225e-52
"ENSG00000198604",1.08086551885523e-56,0.585086215329046,0.566,0.41,3.835235120554e-52
"ENSG00000287216",1.8637105801558e-56,-1.30288809159268,0.172,0.315,6.61300425156684e-52
"ENSG00000034677",4.41851692203587e-56,0.717107388284251,0.462,0.311,1.56782235944599e-51
"ENSG00000162889",5.81244642409135e-56,0.827142611072137,0.341,0.201,2.06243036466033e-51
"ENSG00000234745",8.49573720671769e-56,0.745752914875085,0.546,0.421,3.01454243305964e-51
"ENSG00000188312",1.76210785640313e-55,0.763081677920118,0.429,0.297,6.25248730687524e-51
"ENSG00000118762",1.88729292004799e-55,-0.623138073971985,0.415,0.564,6.69668146820629e-51
"ENSG00000010610",1.91386828345258e-55,-0.878587294723195,0.269,0.424,6.7909788301748e-51
"ENSG00000140743",4.361790683943e-55,0.725487073473526,0.408,0.26,1.54769418838349e-50
"ENSG00000225313",4.55602848256235e-55,-1.27489204270074,0.149,0.294,1.6166155864676e-50
"ENSG00000130584",6.41297385378841e-55,-1.48757512619479,0.114,0.254,2.27551551253974e-50
"ENSG00000110721",7.51146830086612e-55,-0.618821644909696,0.417,0.563,2.66529429719633e-50
"ENSG00000204525",9.7131314650767e-55,0.864496499952619,0.417,0.282,3.44651043775317e-50
"ENSG00000215244",1.03762988880516e-54,-1.13500264141116,0.161,0.312,3.68182213444734e-50
"ENSG00000197536",1.42347875800858e-54,0.845439131360081,0.379,0.24,5.05092967704183e-50
"ENSG00000146263",2.71078172328025e-54,0.904485527067582,0.322,0.194,9.6186667887153e-50
"ENSG00000176658",3.8128846430863e-54,0.915526665985496,0.32,0.191,1.35292585790631e-49
"ENSG00000150593",4.97113271348114e-54,0.754364545250011,0.455,0.312,1.76390702072451e-49
"ENSG00000107738",5.08703100260033e-54,-0.605053834351193,0.41,0.561,1.80503121065268e-49
"ENSG00000152217",1.02280249858921e-53,-0.667310360353461,0.371,0.522,3.62921010574408e-49
"ENSG00000078304",1.32095516307155e-53,0.567866514883701,0.691,0.576,4.68714520512678e-49
"ENSG00000108518",3.65048489721351e-53,0.893234447094125,0.328,0.198,1.29530155607827e-48
"ENSG00000167693",4.49025441868562e-53,-1.44688806018205,0.13,0.267,1.59327697538222e-48
"ENSG00000186818",5.07717490743244e-53,-1.38142946778503,0.125,0.264,1.80153397240425e-48
"ENSG00000134324",6.65997143693272e-53,1.01979318163686,0.262,0.144,2.36315766496684e-48
"ENSG00000275395",7.00005158911257e-53,-0.907377011787785,0.225,0.384,2.48382830536481e-48
"ENSG00000136238",7.15619422263386e-53,-0.589813420573934,0.453,0.579,2.53923239601717e-48
"ENSG00000286153",1.49995337452485e-52,-1.16291803931921,0.175,0.319,5.32228455882654e-48
"ENSG00000105953",2.93035286663822e-52,0.615063953247526,0.489,0.337,1.03977710766924e-47
"ENSG00000157107",5.52417976742937e-52,0.691340973055589,0.521,0.409,1.96014470687696e-47
"ENSG00000160613",6.79630310089591e-52,0.735788276563439,0.386,0.247,2.4115322292909e-47
"ENSG00000178425",1.92591615822765e-51,0.915412934071185,0.288,0.166,6.83372830423916e-47
"ENSG00000107282",1.95716624649973e-51,-0.701528073470977,0.342,0.49,6.94461299245498e-47
"ENSG00000120802",2.32981257822066e-51,0.71719415094353,0.405,0.265,8.26687397130038e-47
"ENSG00000081377",3.71143428240247e-51,-0.884193570650605,0.249,0.396,1.31692822642487e-46
"ENSG00000136895",4.80497774482426e-51,-0.829124282819807,0.287,0.428,1.70495025319599e-46
"ENSG00000133121",4.12089754604525e-50,0.734293343733763,0.532,0.451,1.46221807626324e-45
"ENSG00000175066",4.85477323489282e-50,0.971324701662949,0.253,0.14,1.72261918693702e-45
"ENSG00000136295",5.90503393692455e-50,0.814435429467569,0.323,0.195,2.09528319183894e-45
"ENSG00000166439",6.5816037142889e-50,0.649095527309894,0.446,0.298,2.33535044594113e-45
"ENSG00000031081",7.93583255369055e-50,-0.62794540835582,0.401,0.537,2.81587146502602e-45
"ENSG00000057704",1.63354276429999e-49,-0.790562028768014,0.295,0.438,5.79629979056567e-45
"ENSG00000138670",1.70992417270185e-49,0.889849781164061,0.276,0.158,6.06732394199798e-45
"ENSG00000134245",1.74712903688068e-49,-1.1626468110394,0.157,0.297,6.19933796156373e-45
"ENSG00000180573",3.94947053288309e-49,-0.694734855576501,0.36,0.5,1.40139062918291e-44
"ENSG00000163590",6.41382625737347e-49,0.615751426443002,0.506,0.37,2.27581797090383e-44
"ENSG00000224101",6.4574861292512e-49,-1.33601958824246,0.127,0.26,2.2913098032422e-44
"ENSG00000282608",8.11996936461127e-49,-1.41850457579326,0.128,0.257,2.88120872964502e-44
"ENSG00000147996",9.42453294092545e-49,-1.20368332932174,0.159,0.292,3.34410702342858e-44
"ENSG00000134046",1.49580260685264e-48,0.599644723299128,0.511,0.368,5.30755638989521e-44
"ENSG00000073060",1.67354317639664e-48,-0.880046019524986,0.253,0.392,5.9382332528082e-44
"ENSG00000166575",3.16040599171353e-48,0.646837754380216,0.416,0.272,1.12140685803971e-43
"ENSG00000075303",3.63800857421941e-48,0.871184998274218,0.258,0.143,1.29087458239027e-43
"ENSG00000106066",6.64043760899149e-48,-0.561857162026784,0.427,0.568,2.35622647679845e-43
"ENSG00000142541",7.2746103812594e-48,0.618524675575769,0.51,0.377,2.58125000158227e-43
"ENSG00000155792",7.67699725030299e-48,-0.932504912020529,0.237,0.373,2.72402893432501e-43
"ENSG00000150347",9.97222309968619e-48,0.677091975227332,0.48,0.351,3.53844392246165e-43
"ENSG00000151090",1.18666942659072e-47,0.599810001102072,0.53,0.408,4.21065912637187e-43
"ENSG00000223865",1.47326570180348e-47,-0.916072144874576,0.219,0.361,5.22758868970928e-43
"ENSG00000100749",1.51815452211196e-47,0.806910337744569,0.266,0.15,5.38686769080985e-43
"ENSG00000258667",1.83152228445056e-47,-1.01065871000846,0.22,0.358,6.49879052191594e-43
"ENSG00000243927",5.97901442989981e-47,0.82153206808343,0.291,0.171,2.12153369016135e-42
"ENSG00000269821",6.24461232546223e-47,-0.916764407628236,0.275,0.407,2.21577579144376e-42
"ENSG00000067113",6.63525825493015e-47,-0.964560871348169,0.197,0.336,2.35438868659687e-42
"ENSG00000112419",8.76448803395248e-47,0.531871622114155,0.55,0.405,3.10990328908736e-42
"ENSG00000164535",1.03232866957146e-46,-0.918941390918612,0.263,0.39,3.66301181824041e-42
"ENSG00000088179",1.41316312415946e-46,0.693716140686918,0.469,0.34,5.01432671345501e-42
"ENSG00000145569",1.57838615201488e-46,-0.653899117566453,0.38,0.508,5.60058758319441e-42
"ENSG00000206560",2.11134262762112e-46,0.909570140545276,0.292,0.176,7.49167704558801e-42
"ENSG00000144893",2.4075526294359e-46,-0.833184857525312,0.234,0.376,8.54271899502741e-42
"ENSG00000106780",3.50578354204469e-46,0.727226082505508,0.401,0.271,1.24395717422372e-41
"ENSG00000172716",4.96649139268436e-46,0.75589312053597,0.285,0.164,1.76226014086619e-41
"ENSG00000138448",5.41515097221252e-46,-0.664536000086917,0.378,0.502,1.92145801947017e-41
"ENSG00000171492",1.11285207210608e-45,-0.565955779532157,0.425,0.556,3.94873300745401e-41
"ENSG00000137936",1.1847947785982e-45,-0.687469323608621,0.326,0.464,4.20400731289998e-41
"ENSG00000142512",1.5122529181532e-45,-1.17075866593279,0.158,0.287,5.36592702948298e-41
"ENSG00000109436",1.81458866077881e-45,-0.649061679809839,0.359,0.496,6.43870494504145e-41
"ENSG00000169902",1.90357697816672e-45,0.829482187673838,0.324,0.204,6.75446219162899e-41
"ENSG00000110651",2.27161976564115e-45,-0.72579033444025,0.324,0.459,8.06038841442448e-41
"ENSG00000153179",2.35874827148371e-45,0.60319561892482,0.493,0.359,8.36954649170565e-41
"ENSG00000117868",2.57715168490748e-45,0.651987730437909,0.431,0.295,9.1445073235572e-41
"ENSG00000133805",3.27394410035505e-45,-0.898419515816566,0.249,0.38,1.16169358512898e-40
"ENSG00000130522",7.39129227424064e-45,0.800951953865181,0.326,0.205,2.62265223766881e-40
"ENSG00000183020",1.1614017175891e-44,0.563761089464229,0.565,0.448,4.12100171452139e-40
"ENSG00000196083",1.35062804491881e-44,-0.689253293471496,0.33,0.464,4.79243349178542e-40
"ENSG00000058668",1.61454923192108e-44,0.621670949266337,0.447,0.31,5.72890503962557e-40
"ENSG00000124406",1.9984962229154e-44,0.752153192009619,0.449,0.334,7.09126414777071e-40
"ENSG00000075651",2.25051858667953e-44,-0.765640665683478,0.292,0.423,7.98551510111496e-40
"ENSG00000104529",3.22522178593102e-44,0.692747299655806,0.355,0.226,1.1444054463019e-39
"ENSG00000115825",4.07813291712081e-44,-0.603921192626402,0.396,0.517,1.44704390298198e-39
"ENSG00000165338",4.14803292182664e-44,-0.64726112091492,0.357,0.491,1.47184652165175e-39
"ENSG00000171055",7.83652662426395e-44,-0.613545418581318,0.378,0.505,2.78063474208758e-39
"ENSG00000104067",8.71819031459423e-44,-0.848340649182777,0.243,0.376,3.09347546932747e-39
"ENSG00000185432",9.18073975056141e-44,-1.09933442453366,0.176,0.302,3.2576018856917e-39
"ENSG00000236383",9.86965352827318e-44,-1.11567146823358,0.161,0.288,3.50204916143717e-39
"ENSG00000100997",1.18412402363247e-43,-0.609727779496297,0.389,0.517,4.20162727305508e-39
"ENSG00000205730",1.90696338587763e-43,-1.05656946383528,0.193,0.317,6.76647818210958e-39
"ENSG00000079691",2.49369697591094e-43,-0.56558697391227,0.429,0.548,8.84838497962479e-39
"ENSG00000225889",2.53099968135941e-43,-1.03442472278867,0.197,0.322,8.9807461693676e-39
"ENSG00000163788",2.94575512478352e-43,0.621114966063329,0.419,0.284,1.04524229092693e-38
"ENSG00000265987",3.80442167507877e-43,-0.844827078999518,0.247,0.379,1.3499229429682e-38
"ENSG00000082781",4.66199441350028e-43,-0.831077128469826,0.243,0.376,1.65421547774231e-38
"ENSG00000122557",5.13053536255316e-43,0.755283234846215,0.332,0.211,1.82046786269474e-38
"ENSG00000157483",5.82434937817029e-43,-0.7236900354653,0.32,0.45,2.06665388985616e-38
"ENSG00000236256",6.63105253245994e-43,-1.31416587504374,0.139,0.259,2.35289637009276e-38
"ENSG00000143384",1.3390647461077e-42,0.723742371466838,0.341,0.218,4.75140343861396e-38
"ENSG00000138134",1.73165922592759e-42,-0.734074755472043,0.286,0.417,6.14444643135888e-38
"ENSG00000047346",1.7425627030866e-42,0.724426192032955,0.389,0.266,6.18313523936219e-38
"ENSG00000169057",2.66355445155101e-42,0.551850913391227,0.507,0.37,9.45109026043844e-38
"ENSG00000106665",3.13411243919398e-42,-0.779618896066432,0.27,0.401,1.1120771167992e-37
"ENSG00000231925",6.52687501704342e-42,0.615833735227794,0.414,0.28,2.31593106229752e-37
"ENSG00000270069",8.55509752857857e-42,-1.09698324990643,0.16,0.284,3.03560525606553e-37
"ENSG00000104880",9.42702691324838e-42,0.783546598671144,0.311,0.195,3.34499195962792e-37
"ENSG00000103769",9.66767731026689e-42,-0.597467414288845,0.411,0.526,3.430381940002e-37
"ENSG00000287195",1.1915545266535e-41,-0.897113109126616,0.201,0.331,4.22799292692462e-37
"ENSG00000168297",1.214055490334e-41,0.60367800714986,0.394,0.263,4.30783309635213e-37
"ENSG00000157657",1.45863749185996e-41,-0.857727935443643,0.237,0.364,5.17568341236671e-37
"ENSG00000168028",1.5657712986221e-41,0.673416787119036,0.433,0.305,5.5558262989008e-37
"ENSG00000164985",1.66566519677297e-41,0.660407920063731,0.362,0.235,5.91027981770953e-37
"ENSG00000058091",2.15872752576383e-41,0.728929081911166,0.352,0.232,7.6598128796678e-37
"ENSG00000101474",2.92704744871912e-41,-0.671920970771374,0.34,0.462,1.03860424622901e-36
"ENSG00000177694",3.13330314682772e-41,-0.622510098699342,0.36,0.485,1.11178995558888e-36
"ENSG00000064763",3.19865928135891e-41,-0.537018623339315,0.429,0.558,1.13498027280458e-36
"ENSG00000144136",5.20057858115979e-41,0.66790763311814,0.348,0.225,1.84532129795293e-36
"ENSG00000115415",6.59634599805422e-41,0.747756075423682,0.321,0.203,2.34058145048958e-36
"ENSG00000186063",6.91989654858366e-41,-0.802000212124974,0.286,0.404,2.45538689233394e-36
"ENSG00000175455",1.48545578187759e-40,0.709936869147277,0.356,0.239,5.27084275083626e-36
"ENSG00000153395",1.86826941264064e-40,0.797077281907007,0.287,0.176,6.62918035687278e-36
"ENSG00000165029",2.57288017415407e-40,0.838333883910999,0.379,0.278,9.12935072195087e-36
"ENSG00000145335",2.80627205513239e-40,-0.560508638360564,0.392,0.521,9.95749513322626e-36
"ENSG00000066294",2.88241587387844e-40,-0.71058117331357,0.301,0.427,1.02276762452829e-35
"ENSG00000156011",4.51077041818964e-40,0.681496744663963,0.476,0.369,1.60055666748623e-35
"ENSG00000083845",4.71421951364168e-40,0.753961519147636,0.289,0.177,1.67274651002548e-35
"ENSG00000125633",6.18317440693539e-40,0.569386965139361,0.429,0.295,2.19397577481289e-35
"ENSG00000174501",6.87845383366041e-40,0.607303185110561,0.423,0.296,2.44068177379772e-35
"ENSG00000151718",8.63585122364457e-40,-0.62622253134042,0.351,0.48,3.0642590896858e-35
"ENSG00000182774",1.31642606331722e-39,0.756673095790688,0.274,0.165,4.67107460046849e-35
"ENSG00000185624",1.81043143316504e-39,0.657073898358855,0.311,0.193,6.42395385429951e-35
"ENSG00000165209",1.83608756003242e-39,-0.618386636427443,0.341,0.47,6.51498948926303e-35
"ENSG00000162819",1.90363169883385e-39,-0.955957738575692,0.242,0.354,6.75465635697217e-35
"ENSG00000129084",2.96061106346885e-39,-0.551491572594386,0.416,0.53,1.05051362365065e-34
"ENSG00000166801",3.46760621745831e-39,0.704190490075511,0.321,0.206,1.23041071414073e-34
"ENSG00000171643",4.00903384137145e-39,-0.8683730534374,0.193,0.321,1.42252547793383e-34
"ENSG00000105968",4.73266012587326e-39,0.732037465513855,0.262,0.155,1.67928979246361e-34
"ENSG00000176788",1.04482875201704e-38,-0.644419235406516,0.339,0.461,3.70736586078205e-34
"ENSG00000160299",1.19167322158288e-38,0.728643792883835,0.285,0.176,4.22841409214255e-34
"ENSG00000284634",1.4315437866812e-38,0.772643054567591,0.318,0.206,5.07954681828091e-34
"ENSG00000136111",1.58922542357282e-38,-0.504805154531396,0.425,0.554,5.63904857046343e-34
"ENSG00000121579",1.85299393143443e-38,0.621280347490714,0.373,0.248,6.5749783669088e-34
"ENSG00000152492",1.97759780008731e-38,-0.669949417924801,0.312,0.434,7.01711027404982e-34
"ENSG00000162929",1.98636402941989e-38,0.674697471101648,0.255,0.149,7.04821548559061e-34
"ENSG00000177570",2.09487171375634e-38,-0.591092690805289,0.376,0.494,7.43323330192161e-34
"ENSG00000163029",5.48765748889422e-38,0.65496096315557,0.318,0.202,1.94718550678434e-33
"ENSG00000197969",8.36629480220649e-38,0.581713639769615,0.407,0.28,2.96861238466693e-33
"ENSG00000118412",1.15869020208628e-37,0.614036836132591,0.324,0.207,4.11138044406275e-33
"ENSG00000164754",1.63998772947563e-37,0.636425407460455,0.341,0.222,5.81916846049837e-33
"ENSG00000150093",1.69818769111719e-37,0.598325470681991,0.453,0.327,6.02567938439114e-33
"ENSG00000189308",2.25610051710917e-37,0.732002467682563,0.277,0.171,8.00532146485847e-33
"ENSG00000004399",3.88872759315955e-37,0.555660000797963,0.47,0.35,1.3798372118808e-32
"ENSG00000100523",5.54243360869335e-37,0.607590567217814,0.381,0.257,1.96662171737266e-32
"ENSG00000170017",5.75414366472835e-37,-0.585290108595504,0.376,0.496,2.04174279655556e-32
"ENSG00000179104",6.23364377493839e-37,0.65501820017881,0.363,0.248,2.21188382066139e-32
"ENSG00000086300",7.31328650844528e-37,0.597621921806522,0.357,0.238,2.59497345179164e-32
"ENSG00000150907",9.86262865408078e-37,0.654740236224735,0.438,0.325,3.49955652532748e-32
"ENSG00000198121",1.09486637698972e-36,-0.682127030913488,0.279,0.404,3.88491436547261e-32
"ENSG00000134987",1.16224109976656e-36,0.770785392975825,0.265,0.162,4.12398009430167e-32
"ENSG00000156026",1.34116185555183e-36,0.598402842400956,0.374,0.253,4.75884461205457e-32
"ENSG00000176225",2.07459862041888e-36,-0.620558753679837,0.375,0.491,7.36129828483233e-32
"ENSG00000143344",2.16010403780376e-36,0.704034666548323,0.512,0.447,7.66469715733907e-32
"ENSG00000154122",2.71348357503873e-36,0.502964449884188,0.511,0.39,9.62825376930994e-32
"ENSG00000096063",3.23933797369593e-36,0.731514214008081,0.3,0.191,1.14941429320653e-31
"ENSG00000103479",3.62187289298405e-36,0.635702665700633,0.428,0.312,1.28514915861753e-31
"ENSG00000166532",4.25058419395664e-36,0.658262430679856,0.271,0.165,1.50823478954163e-31
"ENSG00000128245",8.36518463021811e-36,-0.646962311809001,0.312,0.429,2.96821846234029e-31
"ENSG00000083828",1.05841640732911e-35,0.730086645595832,0.262,0.16,3.75557893812587e-31
"ENSG00000163961",1.24961177552208e-35,0.621114410807938,0.307,0.194,4.433997463085e-31
"ENSG00000110911",1.49260094877386e-35,-0.500944231373256,0.438,0.541,5.29619594653428e-31
"ENSG00000124570",1.58614530368841e-35,-0.526426985246229,0.414,0.519,5.6281193810776e-31
"ENSG00000128294",1.74450024015289e-35,0.773482377644669,0.293,0.19,6.19001020213451e-31
"ENSG00000073578",2.4057509140857e-35,0.713848118263325,0.27,0.166,8.53632596845029e-31
"ENSG00000147853",2.58624540571072e-35,0.756103355650541,0.251,0.151,9.17677457308336e-31
"ENSG00000196141",3.09949517803724e-35,0.512475396341449,0.473,0.356,1.09979387402295e-30
"ENSG00000196418",6.25770434686924e-35,-0.723567276066316,0.298,0.406,2.22042123339961e-30
"ENSG00000134250",6.55047647617942e-35,0.552770862621366,0.48,0.369,2.32430556804274e-30
"ENSG00000186517",6.63892603539014e-35,0.642233335202821,0.376,0.263,2.35569012513748e-30
"ENSG00000055483",6.87385544640597e-35,0.691034333119407,0.333,0.224,2.43905012804823e-30
"ENSG00000034053",9.16242162897956e-35,1.05054528498988,0.255,0.165,3.25110206661082e-30
"ENSG00000152558",1.06150421705943e-34,0.676386942212351,0.292,0.186,3.76653541339199e-30
"ENSG00000136861",1.11220963431698e-34,0.518169622771172,0.455,0.334,3.94645344544695e-30
"ENSG00000116191",1.46852416434191e-34,-0.62761241715812,0.277,0.4,5.21076429233441e-30
"ENSG00000228655",1.68044690501762e-34,-0.509407266832608,0.342,0.467,5.96272975307403e-30
"ENSG00000095002",2.15975463252194e-34,0.673637516643308,0.27,0.168,7.66345736257761e-30
"ENSG00000196396",2.62160696023552e-34,0.513367392971434,0.467,0.34,9.3022479770037e-30
